GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
8701,578.21,1390.12,1676.87,196.11,108.82,-53.61,-1122.7,-7077.09,435.1,1785.82,-5332.67,103.86,-2082.34,-5228.8,-7311.15
8751,586.71,1367.98,1665.1,193.68,103.53,-42.62,-1108.23,-7189.73,441.74,1891.95,-5334.81,104.17,-2089.88,-5230.64,-7320.53
8801,598.59,1399.45,1682.16,200.53,95.35,-58.45,-1092.13,-7239.78,423.32,1756.47,-5179.16,105.63,-2234.48,-5073.53,-7308.01
8851,588.79,1375.21,1667.01,196.94,107.16,-51.58,-1064.47,-7124.14,438.76,1838.46,-5351.08,107.39,-2027.86,-5243.69,-7271.55
8901,586.51,1378.55,1673.05,189.53,95.92,-56.01,-1121.35,-6900.54,416.57,1776.78,-5493.14,104.17,-1960.98,-5388.97,-7349.95
8951,620.67,1391.63,1648.24,205.77,113.99,-56.03,-1097.38,-6938.9,404.8,1782.36,-5484.06,106.9,-1924.85,-5377.16,-7302.01
9001,547.53,1389.59,1658.12,188.78,98.62,-58.67,-1114.17,-6959.54,429.73,1785.21,-5438.14,106.46,-2034.78,-5331.68,-7366.46
9051,590.3,1408.58,1686.34,194.56,107.47,-46.65,-1100.58,-6978.09,424.49,1690.68,-5360.4,105.95,-2022.9,-5254.45,-7277.34
9101,602.21,1411.99,1667.04,196.63,93.98,-59.28,-1096.01,-6985.15,424.8,1758.99,-5418.38,107.14,-1984.8,-5311.24,-7296.04
9151,574.36,1417.29,1663.49,192.1,86.76,-51.18,-1085.58,-6962.42,401.44,1732.17,-5396.37,108.43,-2031.57,-5287.94,-7319.51
9201,613.85,1429.78,1647.88,206.86,90.16,-49.29,-1094.57,-7049.33,420.99,1717.45,-5343.73,109.35,-2066.19,-5234.38,-7300.58
9251,611.32,1443.26,1680.92,206.34,89.24,-53.64,-1109.21,-6951.06,420.18,1649.0,-5337.89,107.65,-2013.65,-5230.24,-7243.89
9301,618.37,1412.07,1672.34,211.9,97.23,-52.91,-1128.34,-6990.87,428.39,1842.91,-5449.87,109.8,-1888.92,-5340.06,-7228.98
9351,573.03,1430.54,1676.17,202.96,93.48,-68.91,-1110.18,-6991.58,427.94,1666.93,-5318.44,109.04,-2099.63,-5209.41,-7309.04
9401,605.23,1457.36,1683.98,192.67,94.31,-58.11,-1100.7,-6811.47,436.05,1667.49,-5464.67,110.44,-1833.19,-5354.22,-7187.41
9451,561.6,1410.45,1673.64,186.15,103.74,-50.54,-1098.15,-7109.93,420.94,1810.2,-5323.33,107.47,-2091.9,-5215.86,-7307.76
9501,589.62,1385.65,1670.08,195.27,97.04,-49.95,-1079.65,-7198.11,419.88,1750.56,-5241.24,106.42,-2219.62,-5134.83,-7354.45
9551,614.6,1351.11,1647.26,202.14,109.19,-59.64,-1105.83,-7182.3,416.68,1828.81,-5273.69,107.58,-2177.97,-5166.11,-7344.09
9601,581.04,1414.67,1687.48,197.26,97.97,-55.75,-1108.29,-7023.73,414.73,1763.45,-5351.7,107.52,-2031.17,-5244.18,-7275.35
9651,603.6,1367.3,1659.89,186.47,90.79,-62.69,-1138.75,-7132.73,412.56,1730.22,-5214.61,104.25,-2283.34,-5110.36,-7393.7
9701,572.82,1376.74,1660.96,204.27,91.03,-74.84,-1103.93,-7297.19,442.41,1809.22,-5136.05,106.03,-2318.51,-5030.02,-7348.53
9751,599.72,1392.23,1663.87,190.17,89.41,-69.99,-1128.55,-7233.94,425.63,1795.21,-5197.54,104.23,-2276.24,-5093.31,-7369.55
9801,601.22,1463.15,1663.28,207.83,96.49,-72.85,-1090.32,-6857.55,420.73,1697.84,-5500.83,108.74,-1870.16,-5392.09,-7262.26
9851,611.36,1435.52,1655.92,206.3,86.74,-50.83,-1103.58,-7204.35,435.63,1752.18,-5225.33,106.94,-2175.11,-5118.39,-7293.51
9901,612.93,1438.36,1667.31,203.55,96.3,-70.4,-1093.16,-6980.8,425.74,1852.75,-5496.66,108.94,-1847.41,-5387.73,-7235.14
9951,588.9,1387.6,1668.07,190.73,99.11,-68.89,-1080.37,-7053.11,434.7,1777.25,-5370.34,107.67,-2056.0,-5262.67,-7318.67
10001,575.62,1402.4,1654.7,198.38,93.57,-49.15,-1099.88,-6989.84,437.8,1818.86,-5440.5,108.01,-1957.54,-5332.49,-7290.03
10051,614.96,1407.22,1629.98,196.27,95.84,-67.39,-1039.42,-7205.74,421.07,1782.9,-5266.77,110.26,-2164.31,-5156.52,-7320.83
10101,570.33,1381.33,1664.77,187.54,89.72,-67.63,-1059.04,-7486.14,424.73,1889.57,-5057.88,109.95,-2404.82,-4947.93,-7352.75
10151,570.13,1363.87,1679.37,200.57,88.06,-62.09,-1077.59,-7294.63,415.96,1795.25,-5170.29,109.04,-2321.09,-5061.25,-7382.34
10201,584.07,1427.79,1668.11,189.29,99.29,-61.13,-1087.49,-7204.39,416.0,1780.6,-5256.53,106.71,-2187.86,-5149.82,-7337.68
10251,605.32,1398.94,1669.05,204.53,105.32,-65.61,-1105.06,-7105.61,419.39,1713.0,-5260.24,106.72,-2160.73,-5153.52,-7314.25
10301,607.38,1351.07,1691.63,204.08,96.74,-58.55,-1078.39,-7110.47,432.07,1660.76,-5238.58,107.29,-2203.69,-5131.3,-7334.99
10351,620.7,1398.05,1689.02,200.57,105.42,-63.35,-1058.92,-7274.31,428.54,1714.46,-5113.85,109.47,-2239.83,-5004.37,-7244.2
10401,570.72,1398.4,1664.64,197.06,115.59,-45.63,-1084.55,-7140.18,415.34,1760.15,-5279.92,110.05,-2148.45,-5169.87,-7318.32
10451,593.71,1407.2,1648.69,210.22,80.81,-56.7,-1100.91,-7372.85,420.3,1800.01,-5063.1,106.21,-2369.53,-4956.89,-7326.42
10501,581.42,1408.79,1641.25,193.33,95.97,-49.65,-1091.71,-7261.0,412.6,1790.86,-5165.14,106.01,-2278.13,-5059.13,-7337.26
10551,586.65,1374.82,1657.09,201.63,107.02,-56.02,-1079.7,-7239.01,431.15,1801.69,-5198.9,106.97,-2214.67,-5091.93,-7306.61
10601,591.1,1384.47,1656.22,195.07,93.44,-62.69,-1105.57,-7070.98,421.5,1812.91,-5313.59,106.76,-2084.52,-5206.83,-7291.35
10651,629.35,1413.38,1641.26,216.41,104.02,-40.99,-1085.07,-6836.62,402.79,1730.43,-5526.77,108.91,-1825.04,-5417.85,-7242.89
10701,603.79,1366.26,1684.8,196.1,101.15,-60.67,-1079.96,-7048.97,428.65,1803.8,-5360.51,108.43,-2005.03,-5252.07,-7257.11
10751,585.62,1437.63,1641.27,193.42,82.29,-58.11,-1072.1,-7240.72,439.42,1767.38,-5173.6,107.25,-2223.9,-5066.34,-7290.24
10801,587.66,1406.61,1647.67,202.87,95.49,-60.47,-1089.73,-7096.92,418.75,1731.94,-5289.82,107.52,-2156.15,-5182.3,-7338.45
10851,602.98,1398.01,1655.74,190.99,93.77,-51.28,-1079.83,-7318.95,432.05,1773.37,-5150.18,106.01,-2303.16,-5044.18,-7347.34
10901,630.91,1408.54,1646.78,198.49,93.15,-59.34,-1075.42,-7218.93,419.38,1739.5,-5205.42,107.82,-2216.96,-5097.6,-7314.56
10951,589.16,1364.95,1667.94,200.03,102.78,-62.75,-1095.89,-7067.54,417.3,1820.84,-5362.84,106.18,-2063.17,-5256.66,-7319.83
11001,577.38,1422.37,1652.92,198.34,96.49,-59.18,-1108.9,-7348.25,418.24,1759.3,-5056.39,102.76,-2391.28,-4953.62,-7344.9
11051,607.21,1364.1,1649.22,206.48,90.45,-59.43,-1089.72,-7330.19,429.53,1872.45,-5166.35,105.06,-2259.9,-5061.29,-7321.19
11101,574.53,1400.02,1672.73,203.71,98.09,-58.9,-1128.79,-6913.38,433.99,1775.76,-5457.01,106.21,-1942.23,-5350.8,-7293.03
11151,541.89,1424.67,1667.38,195.32,94.5,-76.44,-1121.21,-6959.62,411.61,1784.53,-5445.34,105.66,-2037.37,-5339.68,-7377.04
11201,559.13,1447.18,1653.46,191.23,89.7,-50.03,-1098.9,-7177.4,418.43,1815.5,-5271.29,104.85,-2151.7,-5166.44,-7318.14
11251,605.64,1363.99,1649.14,189.79,88.48,-69.53,-1122.91,-7255.61,415.15,1880.27,-5234.57,106.46,-2255.59,-5128.11,-7383.7
11301,569.54,1400.58,1697.34,198.45,98.96,-47.68,-1093.16,-7001.08,432.79,1807.21,-5428.06,108.11,-1937.05,-5319.95,-7256.99
11351,563.19,1353.64,1658.37,198.75,113.23,-51.9,-1120.5,-7320.21,425.96,1832.0,-5118.87,103.85,-2347.47,-5015.03,-7362.5
11401,580.87,1422.18,1682.18,192.6,84.96,-45.99,-1100.17,-7023.53,435.29,1776.42,-5432.74,106.02,-1995.19,-5326.72,-7321.91
11451,562.63,1390.96,1651.77,192.04,89.66,-57.68,-1079.39,-6997.99,425.08,1816.24,-5438.85,110.41,-2006.68,-5328.44,-7335.12
11501,598.26,1399.24,1615.52,194.83,78.72,-48.28,-1103.89,-6992.72,411.85,1668.83,-5295.85,108.96,-2177.65,-5186.88,-7364.53
11551,557.49,1430.77,1651.7,193.84,104.87,-62.33,-1096.89,-6957.33,427.86,1645.04,-5390.89,108.7,-2104.97,-5282.2,-7387.17
11601,595.06,1416.48,1649.47,208.93,89.06,-72.43,-1094.52,-6798.97,427.2,1778.47,-5589.85,111.93,-1801.24,-5477.91,-7279.15
11651,626.51,1418.48,1653.73,207.81,90.93,-67.34,-1106.56,-6896.17,419.59,1739.72,-5476.95,108.92,-1913.29,-5368.02,-7281.32
11701,619.18,1352.89,1653.2,204.92,106.61,-49.96,-1083.12,-6974.21,418.07,1818.59,-5464.38,108.81,-1933.83,-5355.57,-7289.4
11751,616.23,1412.7,1667.52,197.42,89.44,-58.39,-1061.15,-7004.05,416.71,1721.82,-5378.14,107.43,-2001.75,-5270.71,-7272.46
11801,612.75,1409.49,1642.78,202.9,99.11,-49.27,-1115.51,-6866.14,431.51,1691.06,-5435.94,106.3,-1941.33,-5329.64,-7270.96
11851,588.49,1415.92,1650.16,199.01,98.12,-53.14,-1061.06,-7120.16,450.77,1676.73,-5241.78,106.84,-2155.17,-5134.94,-7290.11
11901,582.51,1446.3,1649.45,203.34,100.65,-36.76,-1100.2,-7109.9,439.69,1716.85,-5221.61,107.52,-2108.07,-5114.09,-7222.16
11951,579.44,1412.29,1634.95,205.74,94.82,-54.95,-1078.64,-7023.96,433.44,1730.56,-5354.51,108.02,-2066.3,-5246.48,-7312.78
12001,550.68,1396.59,1654.25,194.65,93.28,-59.41,-1072.19,-7003.17,453.07,1708.56,-5377.44,107.87,-2083.68,-5269.58,-7353.26

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,301.12,713.78,842.06,102.44,50.09,-22.16,-520.45,-3671.14,214.86,1078.41,-2814.73,66.51,-910.99,-2748.22,-3659.21
51,320.64,752.82,840.26,108.88,48.2,-18.84,-512.89,-3616.82,226.41,1026.32,-2821.53,67.62,-825.02,-2753.91,-3578.93
101,282.85,703.4,831.06,105.46,51.44,-12.76,-503.85,-3704.07,222.96,1132.45,-2812.58,66.33,-891.05,-2746.25,-3637.3
151,284.0,730.0,861.52,110.3,54.37,-14.57,-520.48,-3562.2,224.62,1048.75,-2913.98,65.93,-783.69,-2848.05,-3631.74
201,275.51,730.63,850.36,108.12,51.17,-22.52,-520.92,-3346.05,226.92,1099.68,-3121.2,67.1,-547.11,-3054.1,-3601.21
251,308.48,778.67,863.28,116.8,53.92,-11.89,-505.36,-3474.83,218.44,1039.78,-3003.95,68.08,-612.7,-2935.87,-3548.57
301,299.06,719.57,831.58,104.71,49.48,-15.0,-506.84,-3350.5,215.76,1095.36,-3148.69,67.84,-556.83,-3080.85,-3637.68
351,315.53,752.85,851.31,103.3,54.94,-24.84,-500.02,-3454.02,219.98,1020.55,-3024.57,67.06,-660.41,-2957.51,-3617.93
401,323.44,764.11,850.74,106.1,51.31,-18.74,-522.5,-3397.93,228.07,1048.03,-3066.31,68.07,-567.37,-2998.24,-3565.62
451,346.33,739.68,832.93,102.98,45.17,-18.97,-499.21,-3562.02,204.68,1086.99,-2972.05,67.11,-721.43,-2904.94,-3626.37
501,308.3,722.49,831.88,110.71,49.65,-16.97,-502.27,-3492.52,215.71,1180.86,-3070.71,68.15,-592.16,-3002.56,-3594.72
551,304.05,753.63,830.74,111.3,48.38,-20.34,-530.66,-3256.81,226.83,1106.8,-3224.62,68.31,-426.07,-3156.31,-3582.37
601,276.8,734.27,844.77,102.96,53.4,-17.04,-513.38,-3525.32,218.4,1106.04,-2970.84,70.31,-719.11,-2900.53,-3619.64
651,305.24,705.17,859.39,98.28,58.89,-21.22,-490.95,-3479.07,220.35,1111.25,-3048.63,69.51,-632.68,-2979.12,-3611.8
701,293.2,726.71,859.53,107.17,51.49,-18.35,-502.2,-3693.32,214.34,1114.93,-2846.57,66.84,-846.51,-2779.72,-3626.24
751,302.27,730.42,842.38,107.37,43.17,-24.76,-484.13,-3573.99,210.17,1105.79,-2951.15,68.64,-741.32,-2882.51,-3623.83
801,311.2,681.65,856.66,105.82,50.22,-23.45,-499.02,-3485.02,224.69,1119.54,-3020.12,68.88,-657.72,-2951.24,-3608.96
851,287.43,704.52,854.45,102.18,50.19,-15.99,-511.55,-3425.02,232.54,1112.0,-3068.39,66.67,-609.25,-3001.72,-3610.97
901,312.51,707.15,858.62,111.64,36.82,-19.77,-497.27,-3290.98,219.38,1073.02,-3182.95,68.97,-488.88,-3113.98,-3602.87
951,328.27,732.96,841.98,103.9,45.66,-31.22,-490.2,-3350.08,213.22,1094.65,-3136.7,69.62,-510.87,-3067.08,-3577.95
1001,290.25,744.75,823.97,104.4,49.88,-27.89,-496.27,-3627.45,215.01,1086.48,-2891.6,67.45,-836.87,-2824.16,-3661.03
1051,315.04,729.34,844.77,104.23,50.9,-24.93,-505.24,-3662.47,214.92,1040.23,-2824.89,68.07,-893.2,-2756.82,-3650.02
1101,310.19,743.04,844.56,114.8,41.18,-29.99,-493.67,-3603.03,217.48,1071.84,-2865.01,69.3,-783.59,-2795.71,-3579.31
1151,322.01,756.38,846.33,113.5,41.66,-26.33,-481.6,-3752.38,209.6,1081.86,-2772.24,68.82,-888.96,-2703.41,-3592.37
1201,268.11,710.76,850.92,100.11,44.88,-19.59,-478.66,-3793.58,227.72,1164.86,-2757.37,69.95,-924.47,-2687.42,-3611.89
1251,305.27,751.02,848.8,106.13,51.77,-8.71,-478.77,-3865.49,213.4,1119.45,-2690.52,67.29,-957.13,-2623.23,-3580.36
1301,302.93,714.94,830.06,99.92,51.69,-10.29,-499.2,-3824.87,208.13,1096.06,-2699.24,67.54,-1030.62,-2631.7,-3662.32
1351,297.19,738.96,827.64,108.31,51.38,-13.19,-502.74,-3471.02,220.46,1057.26,-2989.3,69.58,-685.75,-2919.72,-3605.47
1401,307.02,741.68,839.21,113.18,63.09,-24.66,-474.57,-3872.18,213.25,1150.4,-2726.24,69.42,-943.58,-2656.82,-3600.39
1451,300.83,730.16,826.73,112.16,51.31,-11.37,-481.04,-3883.59,226.35,1125.03,-2666.77,67.84,-1003.43,-2598.93,-3602.36
1501,305.77,719.74,830.23,106.95,47.53,-14.75,-515.47,-3694.4,219.74,1109.63,-2848.43,68.18,-885.03,-2780.24,-3665.27
1551,341.63,710.1,834.67,107.29,43.46,-0.61,-530.81,-3739.98,217.59,1045.42,-2730.5,65.75,-971.23,-2664.75,-3635.98
1601,308.67,721.62,841.13,101.83,46.92,-9.29,-502.45,-3697.39,211.22,1068.16,-2808.04,67.48,-909.56,-2740.56,-3650.12
1651,295.68,767.41,834.9,98.03,41.24,-13.81,-497.09,-3840.74,209.52,1146.8,-2719.94,67.27,-958.06,-2652.66,-3610.72
1701,293.96,705.13,820.03,106.28,52.84,-8.72,-478.79,-3648.71,212.46,1109.81,-2882.51,69.11,-835.73,-2813.39,-3649.12
1751,295.6,746.3,830.76,109.48,49.0,-14.4,-490.21,-3687.15,215.39,1073.84,-2797.54,70.28,-871.38,-2727.26,-3598.64
1801,305.18,720.98,823.53,104.2,63.12,-10.45,-477.11,-3564.18,219.38,1104.45,-2957.1,69.51,-710.89,-2887.59,-3598.47
1851,297.52,778.3,838.6,109.6,46.87,-19.34,-498.1,-3727.93,222.12,1060.79,-2774.99,69.43,-891.56,-2705.56,-3597.12
1901,296.74,729.76,846.83,105.02,60.79,-23.53,-478.76,-3635.16,222.18,1106.15,-2889.52,70.26,-769.99,-2819.26,-3589.24
1951,308.97,720.51,827.35,104.39,54.77,-22.88,-492.48,-3522.31,215.91,1093.16,-2981.36,69.77,-712.62,-2911.59,-3624.21
2001,309.35,746.46,845.71,112.38,49.06,-13.36,-498.07,-3769.54,228.46,1120.83,-2789.25,68.46,-868.71,-2720.79,-3589.5
2051,299.32,730.63,826.62,110.2,40.14,-7.93,-489.63,-3657.08,230.34,1103.78,-2869.81,68.79,-813.64,-2801.02,-3614.65
2101,310.14,710.93,832.11,104.33,55.17,-16.39,-510.88,-3492.14,224.59,1091.21,-3006.23,69.33,-690.93,-2936.89,-3627.82
2151,305.99,721.2,844.09,105.17,49.3,-12.57,-482.57,-3697.68,241.51,1106.17,-2838.0,68.46,-819.39,-2769.54,-3588.93
2201,327.78,728.07,835.82,104.08,48.61,-6.37,-512.64,-3685.94,208.65,1128.02,-2859.91,67.83,-823.94,-2792.08,-3616.01
2251,293.65,740.5,835.64,105.63,49.69,-8.85,-488.25,-3695.74,214.55,1121.7,-2850.88,68.42,-831.49,-2782.46,-3613.95
2301,328.95,730.0,822.89,106.53,56.71,-18.15,-500.06,-3584.2,212.69,1084.59,-2920.86,68.27,-760.04,-2852.59,-3612.63
2351,315.55,704.57,826.51,109.86,48.36,-8.68,-495.75,-3939.35,222.37,1176.02,-2659.03,67.59,-1040.53,-2591.43,-3631.97
2401,316.55,705.04,835.53,112.88,47.86,-17.17,-501.43,-3877.36,210.16,1118.92,-2686.76,69.0,-1049.01,-2617.76,-3666.77
2451,271.57,698.06,830.42,99.15,52.76,-19.94,-487.66,-3876.84,215.75,1161.67,-2705.04,67.01,-1055.06,-2638.03,-3693.09
2501,292.72,729.68,844.97,104.09,55.2,-19.46,-493.55,-3944.64,226.79,1112.94,-2594.37,67.12,-1091.26,-2527.26,-3618.52
2551,286.42,727.36,850.79,108.28,47.76,-11.84,-493.25,-3813.59,229.11,1116.11,-2712.29,69.42,-952.86,-2642.87,-3595.73
2601,276.84,736.69,814.09,109.16,53.32,-23.0,-483.52,-3497.6,235.75,1115.71,-2992.19,70.09,-662.56,-2922.09,-3584.65
2651,329.88,749.48,838.23,107.17,43.55,-22.69,-502.52,-3482.43,224.88,1017.79,-2942.21,68.78,-696.67,-2873.43,-3570.09
2701,323.26,735.43,839.14,114.8,51.48,-13.83,-494.29,-3595.36,214.83,1081.93,-2897.83,68.86,-742.62,-2828.97,-3571.58
2751,319.62,716.39,830.84,107.8,45.15,-10.69,-503.99,-3546.72,221.14,1046.42,-2908.11,69.53,-774.04,-2838.57,-3612.61
2801,326.73,718.76,842.87,105.3,46.56,-15.57,-467.38,-3817.74,214.55,1073.23,-2723.94,69.01,-972.7,-2654.94,-3627.64
2851,303.23,713.8,824.38,104.19,50.92,-14.51,-478.43,-3964.52,220.68,1090.04,-2590.83,67.87,-1150.22,-2522.96,-3673.18
2901,311.81,726.89,840.07,116.82,48.77,-6.12,-499.3,-3822.92,226.19,1074.3,-2705.91,68.17,-983.48,-2637.74,-3621.22
2951,308.21,743.46,845.79,105.75,47.74,-19.33,-507.6,-3641.69,215.91,1087.96,-2856.43,68.1,-813.79,-2788.33,-3602.12
3001,291.01,739.02,850.29,108.55,46.33,-17.24,-521.47,-3517.43,206.49,1132.5,-3035.47,68.23,-681.96,-2967.24,-3649.2
3051,276.77,724.09,845.67,100.09,49.16,-28.74,-492.19,-3459.06,220.57,1125.55,-3085.49,67.7,-638.08,-3017.79,-3655.87
3101,303.68,775.3,844.52,110.43,53.2,-20.27,-536.49,-3627.24,220.16,1115.75,-2891.74,68.28,-760.95,-2823.46,-3584.41
3151,325.83,710.97,847.13,112.44,48.91,-7.02,-524.68,-3553.21,218.79,1069.85,-2931.7,67.95,-750.99,-2863.74,-3614.74
3201,308.46,769.17,844.67,110.82,47.66,-18.24,-515.29,-3479.13,222.53,1109.73,-3031.58,70.73,-599.62,-2960.85,-3560.48
3251,299.13,711.47,842.99,107.4,53.31,-18.84,-511.04,-3425.77,228.45,1094.76,-3066.36,68.05,-618.13,-2998.3,-3616.44
3301,300.39,765.45,845.21,112.55,44.05,-11.05,-507.34,-3428.55,230.05,1031.21,-3007.91,67.65,-618.05,-2940.26,-3558.3
3351,281.84,742.37,857.5,111.06,66.83,-17.14,-508.82,-3419.34,227.16,1115.39,-3096.86,67.92,-543.16,-3028.94,-3572.1
3401,305.59,705.36,835.34,107.32,46.7,-23.96,-507.9,-3487.59,219.23,1125.9,-3005.21,67.54,-674.0,-2937.66,-3611.66
3451,311.15,744.77,838.89,105.68,56.36,-13.56,-474.3,-3663.68,235.5,1086.69,-2871.8,68.88,-772.5,-2802.92,-3575.41
3501,308.86,744.07,819.07,108.21,48.81,-23.39,-500.17,-3576.91,218.04,1103.86,-2930.98,69.55,-749.56,-2861.43,-3610.99
3551,312.4,719.17,834.34,92.9,48.45,-18.63,-491.31,-3498.7,223.36,1055.24,-2980.0,70.12,-722.79,-2909.88,-3632.67
3601,297.61,722.86,834.86,104.97,37.06,-20.48,-509.45,-3667.84,219.64,1111.72,-2839.55,68.75,-869.04,-2770.8,-3639.83
3651,318.91,739.7,848.71,107.98,44.63,-16.6,-482.64,-3740.33,213.18,1095.01,-2796.9,66.83,-871.43,-2730.07,-3601.49
3701,299.84,743.64,840.52,107.25,52.08,-18.91,-495.98,-3301.76,214.33,1091.7,-3160.07,70.67,-467.3,-3089.4,-3556.7
3751,301.57,735.75,840.35,105.86,48.39,-18.0,-481.0,-3766.24,230.74,1137.29,-2788.7,69.84,-865.28,-2718.86,-3584.14
3801,301.33,711.33,839.38,105.74,48.25,-16.3,-507.23,-3561.51,220.52,1124.33,-2962.84,67.31,-734.17,-2895.52,-3629.7
3851,316.36,722.98,823.58,104.57,52.62,-17.53,-488.49,-3691.5,219.72,1114.41,-2830.91,67.57,-843.27,-2763.34,-3606.61
3901,276.93,748.04,842.9,111.7,51.77,-13.58,-507.32,-3506.56,222.58,1093.15,-2969.73,67.91,-680.39,-2901.82,-3582.21
3951,305.5,734.82,839.21,106.94,48.14,-22.36,-489.4,-3453.2,231.51,1099.21,-3056.84,70.12,-599.62,-2986.72,-3586.35
4001,312.03,708.6,828.48,104.87,48.28,-20.18,-494.26,-3474.17,222.73,1130.03,-3038.07,69.45,-633.58,-2968.62,-3602.2
4051,303.68,724.43,825.64,108.24,46.52,-16.91,-507.43,-3610.73,213.27,1104.36,-2885.91,67.39,-808.92,-2818.53,-3627.45
4101,315.84,721.98,842.45,104.43,46.89,-24.91,-483.67,-3722.9,220.89,1100.18,-2819.2,67.39,-878.82,-2751.81,-3630.63
4151,315.43,720.12,846.9,105.45,51.74,-14.44,-488.03,-3575.73,220.15,1104.74,-2966.06,69.52,-713.67,-2896.54,-3610.2
4201,301.4,717.29,844.92,100.32,48.31,-25.03,-490.59,-3550.0,217.94,1098.37,-2946.48,67.97,-737.08,-2878.51,-3615.59
4251,329.22,739.85,842.51,108.66,45.16,-27.95,-475.95,-3795.68,217.93,1148.49,-2755.01,67.83,-867.76,-2687.17,-3554.94
4301,321.91,747.63,836.31,111.68,51.04,-30.01,-480.29,-3677.62,217.24,1104.58,-2844.08,68.69,-797.53,-2775.39,-3572.92
4351,283.43,703.14,842.02,99.87,46.14,-25.92,-491.43,-3582.78,224.84,1123.81,-2933.19,68.23,-776.89,-2864.96,-3641.85
4401,304.23,685.85,831.18,106.09,38.81,-28.43,-501.82,-3711.96,224.75,1151.12,-2840.04,67.68,-900.17,-2772.36,-3672.54
4451,293.25,710.7,825.52,108.41,40.26,-31.59,-495.91,-3621.8,226.57,1177.15,-2946.58,69.19,-767.43,-2877.38,-3644.81
4501,312.7,707.18,842.95,97.32,51.69,-35.83,-487.83,-3546.07,217.42,1175.53,-3006.19,69.28,-664.94,-2936.91,-3601.85
4551,309.76,717.18,847.42,106.19,54.59,-22.64,-511.05,-3396.11,209.29,1134.11,-3110.32,69.42,-551.25,-3040.9,-3592.15
4601,327.01,752.0,838.39,113.19,54.59,-17.76,-493.14,-3602.53,225.03,1109.83,-2922.09,67.91,-693.38,-2854.19,-3547.56
4651,323.72,717.35,861.24,102.42,46.4,-21.14,-490.89,-3598.35,216.47,1140.05,-2951.35,70.0,-702.75,-2881.35,-3584.1
4701,297.76,699.28,853.54,109.93,52.66,-25.33,-494.14,-3427.22,217.6,1143.38,-3075.53,68.0,-572.55,-3007.53,-3580.08
4751,310.84,735.71,813.57,101.96,45.78,-28.85,-487.8,-3580.98,210.22,1082.47,-2942.08,69.75,-797.07,-2872.33,-3669.4
4801,332.72,731.75,848.36,105.23,48.44,-32.93,-501.88,-3559.32,210.94,1129.7,-2974.52,67.5,-686.98,-2907.02,-3594.0
4851,313.91,742.55,827.83,99.75,40.99,-25.41,-488.19,-3432.48,219.24,1053.59,-3057.16,69.08,-648.22,-2988.07,-3636.3
4901,302.9,778.37,838.89,112.55,49.09,-27.79,-490.31,-3586.18,210.65,1108.73,-2940.21,68.6,-703.11,-2871.61,-3574.72
4951,289.98,721.8,846.76,100.38,52.1,-11.77,-503.0,-3565.46,221.76,1140.21,-2949.12,69.59,-707.24,-2879.54,-3586.78
5001,320.46,718.71,843.54,107.9,55.21,-12.92,-512.98,-3364.84,216.92,1051.6,-3082.76,69.49,-576.4,-3013.26,-3589.66
5051,300.68,730.15,831.6,105.93,52.05,-21.84,-507.98,-3362.49,214.98,1109.36,-3134.51,68.45,-547.55,-3066.07,-3613.61
5101,306.29,781.61,844.3,110.31,39.38,-25.37,-497.46,-3521.69,216.86,1064.99,-2958.88,69.16,-680.79,-2889.72,-3570.51
5151,293.1,731.61,842.23,105.34,57.56,-25.81,-493.11,-3383.87,233.9,1092.62,-3107.12,70.05,-546.43,-3037.07,-3583.5
5201,295.95,740.11,844.14,105.7,53.94,-18.46,-492.11,-3480.61,225.48,1100.85,-3042.46,67.31,-625.01,-2975.15,-3600.16
5251,325.97,698.85,849.22,109.58,47.59,-21.5,-483.74,-3654.32,227.47,1126.3,-2886.65,68.13,-774.58,-2818.53,-3593.11
5301,292.82,736.15,843.57,109.48,53.29,-14.6,-508.72,-3633.05,230.05,1131.44,-2902.67,67.3,-759.55,-2835.37,-3594.92
5351,290.44,709.89,854.13,96.53,48.42,-16.41,-508.55,-3557.61,228.62,1184.73,-3009.34,68.33,-669.8,-2941.02,-3610.81
5401,310.8,755.93,849.81,110.9,48.32,-27.91,-496.13,-3668.36,211.75,1128.79,-2855.8,68.21,-776.08,-2787.59,-3563.67
5451,284.6,768.74,837.77,105.37,61.04,-8.95,-505.74,-3635.19,221.66,1191.0,-2960.68,67.21,-679.71,-2893.48,-3573.19
5501,302.58,757.89,839.02,105.16,55.97,-24.3,-506.58,-3278.83,227.24,1047.5,-3184.39,70.06,-474.35,-3114.33,-3588.68
5551,308.89,733.6,842.18,97.65,45.86,-19.88,-498.88,-3585.15,224.6,1103.16,-2937.38,68.88,-747.98,-2868.5,-3616.48
5601,295.73,715.01,826.56,107.03,41.04,-4.6,-499.84,-3577.64,215.86,1121.44,-2933.39,68.46,-759.41,-2864.93,-3624.34
