GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1151,603.94,1473.6,1655.15,210.34,100.44,-57.21,-1068.78,-7342.9,425.25,1750.09,-5090.21,109.3,-2250.09,-4980.91,-7231.0
1201,578.72,1356.87,1671.24,193.14,88.41,-44.02,-1070.49,-7400.87,423.18,1803.27,-5060.42,111.09,-2400.55,-4949.33,-7349.88
1251,589.67,1424.31,1667.13,197.15,107.59,-37.35,-1075.15,-7340.92,412.27,1741.17,-5105.29,110.66,-2314.12,-4994.63,-7308.75
1301,584.58,1364.65,1647.5,193.28,102.87,-44.38,-1088.67,-7202.84,409.06,1758.64,-5205.79,110.97,-2275.3,-5094.81,-7370.11
1351,594.61,1410.65,1653.37,203.54,100.6,-40.57,-1114.84,-6955.55,426.65,1756.59,-5415.24,109.62,-1964.95,-5305.62,-7270.57
1401,585.44,1373.03,1658.4,197.15,110.54,-46.65,-1073.31,-7212.43,424.32,1829.6,-5270.15,111.79,-2153.91,-5158.36,-7312.28
1451,603.62,1421.17,1639.35,210.63,95.55,-39.41,-1071.15,-7347.35,432.77,1806.14,-5099.97,110.92,-2248.67,-4989.05,-7237.72
1501,581.58,1387.71,1632.21,201.5,83.11,-45.88,-1122.71,-7063.11,416.43,1770.77,-5317.65,109.86,-2158.38,-5207.79,-7366.18
1551,638.27,1379.19,1645.51,192.73,101.26,-41.0,-1142.64,-7018.83,425.38,1651.18,-5301.12,106.06,-2168.95,-5195.06,-7364.01
1601,600.28,1386.38,1633.97,193.85,94.13,-43.48,-1099.32,-6868.49,418.56,1704.91,-5488.39,109.92,-1979.2,-5378.46,-7357.66
1651,578.92,1425.69,1654.1,185.7,95.09,-52.13,-1094.25,-7027.56,425.59,1851.78,-5411.86,110.87,-1957.08,-5300.99,-7258.06
1701,593.49,1366.53,1613.34,193.19,99.27,-31.63,-1085.76,-6711.65,417.24,1782.48,-5671.46,111.3,-1763.5,-5560.16,-7323.66
1751,589.76,1433.32,1614.57,203.14,91.18,-42.5,-1091.52,-6991.93,428.09,1740.41,-5375.35,111.76,-2025.49,-5263.59,-7289.08
1801,574.7,1344.11,1617.84,195.56,104.34,-41.18,-1056.24,-6937.65,428.43,1845.53,-5546.33,110.98,-1924.53,-5435.35,-7359.88
1851,602.86,1424.62,1666.55,210.96,91.37,-45.79,-1077.79,-7086.15,439.06,1705.62,-5311.55,109.56,-2068.69,-5201.99,-7270.68
1901,578.32,1395.73,1636.18,196.44,105.78,-52.33,-1070.47,-7010.34,441.4,1847.89,-5451.84,110.14,-1931.4,-5341.7,-7273.1
1951,631.88,1349.96,1649.2,198.42,102.13,-48.06,-1079.56,-6912.94,412.81,1684.81,-5449.77,110.59,-2011.34,-5339.18,-7350.52
2001,585.63,1437.33,1638.44,205.34,96.61,-39.76,-1091.89,-7284.81,442.39,1776.57,-5202.62,109.19,-2234.17,-5093.44,-7327.6
2051,581.41,1386.47,1633.41,199.1,92.36,-32.09,-1069.25,-7114.75,433.75,1811.05,-5368.28,109.53,-2078.54,-5258.74,-7337.28
2101,600.81,1372.94,1636.39,188.5,107.0,-37.97,-1113.86,-6687.16,444.18,1706.05,-5635.56,109.14,-1783.12,-5526.42,-7309.54
2151,566.17,1405.16,1650.96,198.88,102.06,-49.88,-1069.62,-6872.55,467.4,1826.64,-5587.83,111.21,-1774.79,-5476.62,-7251.41
2201,621.07,1382.9,1651.75,197.05,90.14,-46.91,-1102.75,-7009.93,429.56,1773.57,-5410.49,107.77,-2013.54,-5302.73,-7316.27
2251,562.91,1421.92,1636.7,197.37,100.34,-40.77,-1082.4,-6949.38,439.14,1763.27,-5449.79,108.92,-1950.89,-5340.87,-7291.76
2301,598.74,1397.68,1637.07,202.5,106.35,-49.46,-1074.49,-6918.77,419.94,1721.45,-5467.43,110.83,-1958.99,-5356.6,-7315.59
2351,598.84,1368.64,1670.15,203.89,95.23,-27.99,-1077.19,-7339.98,431.39,1811.92,-5133.41,108.82,-2265.09,-5024.59,-7289.68
2401,600.55,1344.28,1637.01,204.57,88.57,-36.2,-1095.49,-7227.76,421.22,1767.9,-5190.66,111.54,-2295.36,-5079.12,-7374.48
2451,583.91,1365.38,1645.6,190.67,99.81,-50.11,-1100.19,-6922.55,424.63,1768.71,-5474.6,107.27,-1994.15,-5367.33,-7361.48
2501,590.43,1403.64,1653.54,193.44,102.48,-41.8,-1085.9,-7427.38,433.29,1753.64,-4997.25,107.11,-2424.61,-4890.14,-7314.75
2551,585.08,1377.04,1639.74,207.08,88.51,-42.68,-1109.91,-7064.14,442.48,1769.71,-5321.8,108.24,-2107.09,-5213.56,-7320.65
2601,550.31,1388.32,1602.7,195.3,104.73,-51.3,-1066.43,-6901.2,439.36,1774.27,-5479.85,108.45,-1963.94,-5371.4,-7335.34
2651,645.96,1442.23,1644.51,213.75,95.2,-54.58,-1121.47,-6967.36,434.05,1584.59,-5267.3,107.44,-2083.12,-5159.85,-7242.97
2701,640.85,1397.8,1656.99,203.47,92.1,-42.58,-1090.25,-6954.62,426.3,1662.35,-5380.1,108.96,-2007.59,-5271.14,-7278.73
2751,604.05,1409.53,1640.99,199.26,88.33,-33.58,-1100.3,-7025.25,434.81,1721.35,-5302.26,108.86,-2060.81,-5193.4,-7254.21
2801,595.46,1411.09,1641.44,196.59,91.4,-47.32,-1080.5,-7221.51,406.38,1754.6,-5198.22,108.16,-2252.36,-5090.06,-7342.42
2851,588.54,1355.48,1625.09,196.48,96.2,-33.71,-1076.73,-7193.13,436.05,1774.41,-5240.73,109.12,-2231.33,-5131.61,-7362.94
2901,603.01,1375.4,1641.78,204.59,98.55,-40.47,-1107.31,-7213.48,427.73,1758.17,-5213.32,108.35,-2252.03,-5104.97,-7356.99
2951,591.84,1385.24,1667.77,194.64,106.45,-41.05,-1118.93,-6958.85,423.32,1806.33,-5448.37,107.29,-1943.24,-5341.08,-7284.32
3001,588.38,1410.75,1669.14,201.13,95.15,-45.62,-1116.71,-6851.23,406.5,1766.52,-5581.18,109.59,-1875.98,-5471.59,-7347.57
3051,570.9,1357.27,1662.26,187.9,96.75,-60.57,-1099.79,-7032.7,442.9,1828.82,-5439.12,107.56,-2046.26,-5331.56,-7377.82
3101,608.33,1460.44,1674.46,215.27,99.13,-56.71,-1142.79,-6958.88,434.91,1801.4,-5467.92,106.95,-1864.44,-5360.97,-7225.41
3151,604.45,1381.77,1652.81,200.9,100.59,-38.97,-1118.73,-6954.44,423.29,1686.31,-5360.1,108.47,-2062.02,-5251.63,-7313.65
3201,611.09,1446.78,1651.22,203.7,90.35,-48.78,-1087.04,-7135.3,426.69,1776.22,-5313.31,112.69,-2065.08,-5200.61,-7265.69
3251,581.35,1381.44,1658.36,200.97,109.24,-46.45,-1102.16,-6872.69,437.48,1756.17,-5509.53,107.98,-1896.29,-5401.54,-7297.84
3301,576.63,1467.56,1664.89,201.15,95.85,-34.32,-1105.58,-6626.45,425.21,1674.24,-5688.44,107.47,-1660.83,-5580.97,-7241.81
3351,555.95,1424.59,1693.25,208.34,106.25,-40.54,-1109.0,-6694.51,438.05,1790.64,-5724.36,108.11,-1626.98,-5616.26,-7243.24
3401,581.99,1343.99,1656.43,187.35,97.76,-54.74,-1112.07,-7063.17,438.32,1821.98,-5330.66,108.45,-2102.17,-5222.21,-7324.38
3451,591.33,1397.39,1651.41,199.17,116.28,-36.98,-1084.06,-7101.11,445.63,1808.23,-5372.7,109.23,-2012.71,-5263.47,-7276.18
3501,594.12,1399.73,1620.05,203.33,91.95,-52.76,-1108.11,-7111.46,438.85,1770.32,-5302.56,107.3,-2153.98,-5195.26,-7349.24
3551,583.27,1357.87,1628.82,182.52,102.51,-44.93,-1088.78,-6838.74,431.95,1752.94,-5541.45,108.67,-1932.55,-5432.78,-7365.33
3601,593.25,1384.2,1630.56,201.35,84.25,-44.5,-1118.82,-7254.26,416.82,1785.37,-5165.74,104.52,-2321.77,-5061.22,-7382.99
3651,612.28,1432.09,1661.28,199.54,90.03,-39.38,-1086.14,-7391.21,414.66,1746.17,-5063.36,104.12,-2360.67,-4959.24,-7319.91
3701,596.22,1384.15,1646.18,197.8,98.08,-48.56,-1073.76,-6798.1,428.69,1828.26,-5615.45,112.3,-1741.04,-5503.15,-7244.2
3751,592.27,1391.13,1649.58,194.35,99.92,-46.98,-1103.65,-7186.8,440.74,1910.65,-5341.04,109.5,-2058.79,-5231.54,-7290.33
3801,573.78,1418.54,1638.57,198.18,97.85,-46.87,-1126.11,-7043.01,437.86,1787.24,-5381.71,106.62,-2063.96,-5275.08,-7339.04
3851,638.21,1391.16,1631.29,194.2,97.6,-53.31,-1101.78,-7164.0,430.94,1745.65,-5225.56,107.23,-2190.06,-5118.33,-7308.39
3901,561.05,1413.05,1638.48,203.41,102.18,-36.53,-1103.06,-6817.21,430.29,1746.28,-5554.61,108.74,-1862.06,-5445.87,-7307.93
3951,630.8,1405.53,1653.31,200.35,98.59,-52.36,-1085.96,-6848.66,421.37,1744.96,-5570.13,107.36,-1832.08,-5462.76,-7294.84
4001,596.36,1382.91,1648.84,197.07,100.64,-57.93,-1078.25,-6789.38,431.23,1774.02,-5591.12,108.69,-1794.48,-5482.43,-7276.91
4051,574.14,1400.0,1641.84,195.28,100.39,-50.61,-1121.69,-6954.96,418.83,1784.68,-5442.37,109.38,-2012.09,-5332.99,-7345.08
4101,598.7,1383.48,1663.21,198.92,98.11,-55.06,-1088.49,-7321.03,431.96,1760.02,-5108.97,105.95,-2330.2,-5003.02,-7333.22
4151,607.76,1376.77,1663.64,204.42,97.61,-44.73,-1096.92,-7054.01,439.84,1820.56,-5420.2,108.39,-1985.04,-5311.8,-7296.85
4201,583.97,1377.24,1651.18,191.4,89.17,-54.39,-1097.29,-6978.13,418.41,1793.0,-5424.4,106.49,-2025.43,-5317.91,-7343.33
4251,592.36,1414.25,1675.46,194.48,99.28,-54.43,-1082.64,-7167.03,415.57,1851.98,-5310.36,106.96,-2060.73,-5203.4,-7264.13
4301,589.69,1436.13,1646.48,202.11,101.53,-60.07,-1074.62,-7068.01,419.26,1730.47,-5320.35,106.54,-2077.04,-5213.81,-7290.85
4351,566.88,1358.34,1669.33,191.86,87.09,-53.03,-1108.97,-6804.71,431.46,1769.43,-5560.29,105.96,-1892.3,-5454.33,-7346.63
4401,593.89,1363.13,1648.97,202.39,83.99,-53.73,-1119.03,-7161.19,434.07,1804.07,-5255.16,106.7,-2203.44,-5148.45,-7351.89
4451,586.06,1378.98,1645.89,203.28,88.0,-56.83,-1104.53,-7108.09,435.12,1818.92,-5348.51,106.74,-2113.2,-5241.78,-7354.97
4501,603.34,1383.71,1670.05,193.6,108.09,-57.73,-1104.84,-7189.57,424.19,1798.8,-5247.85,105.71,-2170.36,-5142.14,-7312.5
4551,612.08,1382.39,1669.14,195.55,105.51,-53.67,-1114.99,-6996.98,406.45,1767.2,-5391.49,108.89,-2027.32,-5282.6,-7309.93
4601,604.01,1399.91,1636.83,198.97,99.7,-35.08,-1133.36,-6945.01,427.96,1828.44,-5464.68,108.11,-1917.63,-5356.57,-7274.2
4651,607.4,1380.8,1672.47,193.22,94.15,-56.53,-1087.11,-7053.39,425.61,1807.1,-5396.64,109.9,-2016.26,-5286.73,-7303.0
4701,586.4,1367.31,1652.16,199.67,102.84,-58.21,-1121.34,-6857.9,422.62,1828.49,-5530.65,107.97,-1877.96,-5422.68,-7300.63
4751,618.07,1385.71,1651.83,208.44,93.14,-58.61,-1093.62,-7242.83,434.09,1749.82,-5208.71,108.5,-2253.96,-5100.21,-7354.16
4801,625.95,1393.4,1658.29,189.44,97.35,-57.41,-1103.52,-7100.33,417.5,1798.92,-5327.99,106.83,-2080.41,-5221.16,-7301.57
4851,609.66,1440.47,1639.0,191.03,84.54,-55.14,-1087.39,-6835.29,423.56,1707.38,-5543.25,108.88,-1882.19,-5434.36,-7316.55
4901,597.06,1430.72,1631.53,205.05,95.68,-50.94,-1092.99,-7003.05,411.12,1779.48,-5422.97,107.32,-1996.35,-5315.64,-7311.99
4951,571.5,1389.92,1652.99,194.4,109.8,-47.34,-1089.02,-6926.45,418.75,1777.19,-5456.29,108.62,-1948.24,-5347.67,-7295.91
5001,597.11,1362.1,1656.83,200.18,95.18,-41.1,-1093.47,-6544.83,423.69,1754.61,-5840.08,112.63,-1589.71,-5727.44,-7317.15
5051,576.46,1390.43,1629.47,196.26,101.02,-43.63,-1117.05,-6887.37,421.36,1757.94,-5482.56,106.7,-1975.1,-5375.86,-7350.96
5101,608.88,1457.39,1636.0,199.99,80.1,-57.42,-1101.68,-7147.19,426.26,1711.63,-5225.17,107.96,-2186.03,-5117.21,-7303.24
5151,587.04,1427.34,1653.4,202.32,101.43,-52.07,-1062.88,-6883.59,428.09,1728.06,-5515.51,108.15,-1870.87,-5407.36,-7278.23
5201,591.68,1391.89,1658.87,204.28,108.87,-40.92,-1114.64,-7086.62,438.99,1825.34,-5394.06,103.35,-2022.27,-5290.71,-7312.98
5251,616.61,1360.9,1657.81,206.85,98.11,-46.87,-1072.68,-7068.77,439.49,1783.69,-5382.31,107.31,-2024.85,-5275.0,-7299.85
5301,563.8,1374.8,1678.97,192.31,102.82,-39.11,-1133.69,-7193.65,440.97,1834.27,-5292.54,104.85,-2178.52,-5187.68,-7366.2
5351,558.64,1370.07,1666.82,191.81,98.93,-50.63,-1140.99,-7122.08,447.24,1864.75,-5344.73,104.59,-2115.46,-5240.13,-7355.59
5401,606.83,1412.95,1657.17,208.74,100.96,-62.51,-1121.35,-7075.28,421.54,1847.41,-5371.43,106.6,-2003.55,-5264.82,-7268.37
5451,582.65,1439.98,1672.93,198.55,112.07,-30.66,-1136.25,-7173.99,431.28,1897.58,-5377.42,104.71,-2005.86,-5272.71,-7278.58
5501,562.68,1398.91,1660.75,192.56,103.41,-46.07,-1105.22,-6761.51,445.08,1791.56,-5662.55,107.92,-1757.86,-5554.63,-7312.49
5551,586.82,1385.3,1654.51,189.03,96.73,-54.29,-1103.81,-7017.06,430.53,1788.07,-5433.66,107.74,-2044.18,-5325.92,-7370.1
5601,612.25,1407.87,1653.82,201.35,89.96,-36.02,-1106.27,-7175.78,419.62,1765.24,-5245.6,105.38,-2167.97,-5140.22,-7308.19
5651,629.39,1401.39,1655.3,193.53,95.29,-63.81,-1095.52,-6698.01,425.87,1730.21,-5668.0,107.77,-1726.37,-5560.23,-7286.61
5701,557.55,1387.83,1661.47,192.22,90.76,-32.95,-1073.47,-7109.38,442.17,1838.36,-5353.79,107.18,-2045.43,-5246.61,-7292.05
5751,582.22,1372.37,1639.85,197.13,110.16,-51.3,-1083.17,-6737.7,415.4,1762.95,-5685.38,107.89,-1792.09,-5577.49,-7369.58
5801,610.53,1455.48,1662.84,207.61,103.77,-61.22,-1109.97,-6595.37,412.62,1763.2,-5799.89,111.85,-1550.52,-5688.04,-7238.56
5851,590.14,1463.46,1649.64,198.9,91.34,-54.52,-1082.11,-6804.8,422.28,1710.74,-5503.6,110.25,-1814.92,-5393.35,-7208.27
5901,556.71,1409.87,1666.25,210.18,91.08,-43.75,-1093.93,-6707.43,426.95,1803.03,-5689.76,111.67,-1681.06,-5578.09,-7259.15
5951,578.86,1396.05,1645.22,196.22,87.66,-42.72,-1078.61,-6836.06,437.22,1741.79,-5540.3,110.26,-1874.37,-5430.04,-7304.42
6001,597.22,1376.97,1645.65,201.62,100.26,-45.34,-1098.1,-7002.05,425.05,1815.44,-5431.35,111.86,-1983.28,-5319.49,-7302.76
6051,570.78,1432.59,1641.12,198.4,90.46,-45.4,-1084.38,-6903.33,431.69,1822.94,-5542.12,112.1,-1845.13,-5430.03,-7275.16
6101,606.18,1374.6,1658.35,199.68,100.62,-50.11,-1073.09,-7097.83,420.14,1767.19,-5363.51,110.5,-2094.27,-5253.01,-7347.28
6151,611.74,1415.51,1649.66,192.19,101.02,-44.03,-1108.88,-7025.49,440.56,1735.83,-5347.42,106.89,-2031.87,-5240.53,-7272.4
6201,572.44,1416.69,1663.83,202.03,102.4,-40.8,-1086.78,-7199.56,425.76,1780.49,-5224.59,108.91,-2163.5,-5115.68,-7279.18
6251,593.3,1407.2,1659.81,208.85,112.69,-48.22,-1113.24,-6997.47,408.63,1851.7,-5477.4,110.27,-1916.74,-5367.13,-7283.88
6301,561.53,1466.71,1675.43,205.43,110.48,-55.22,-1093.15,-7107.06,436.83,1775.46,-5337.59,108.94,-2023.56,-5228.66,-7252.21
6351,615.28,1424.17,1686.62,205.83,100.08,-69.62,-1095.98,-7075.92,431.74,1718.75,-5318.94,105.38,-2059.06,-5213.57,-7272.63
6401,588.32,1430.46,1658.8,194.33,86.36,-49.41,-1105.52,-7186.05,434.32,1760.05,-5204.48,106.95,-2188.34,-5097.53,-7285.86
6451,617.96,1445.03,1662.76,203.84,95.12,-47.73,-1095.09,-7293.41,404.33,1702.58,-5075.58,107.11,-2304.6,-4968.47,-7273.07
6501,581.77,1433.78,1675.08,205.12,102.04,-32.72,-1128.32,-7006.64,442.24,1733.55,-5364.67,105.9,-1994.1,-5258.77,-7252.87
6551,609.4,1412.3,1654.88,190.78,104.8,-44.84,-1100.89,-6939.55,412.19,1783.71,-5477.15,110.1,-1917.23,-5367.05,-7284.28
6601,589.49,1374.45,1644.05,204.08,94.43,-31.64,-1102.42,-7074.77,424.52,1733.14,-5334.93,106.65,-2144.68,-5228.28,-7372.96
6651,614.29,1359.05,1644.28,204.15,92.12,-40.93,-1118.21,-7104.41,432.31,1759.84,-5307.48,106.68,-2157.52,-5200.8,-7358.32
6701,602.16,1391.51,1654.59,199.88,96.6,-47.0,-1135.69,-6682.91,418.31,1771.34,-5676.57,108.66,-1731.21,-5567.91,-7299.12
6751,570.14,1348.32,1669.46,193.2,88.91,-33.52,-1124.56,-6822.29,431.1,1744.71,-5559.87,107.72,-1934.52,-5452.15,-7386.67
6801,595.87,1390.13,1642.85,201.32,116.89,-47.04,-1102.37,-7011.11,433.24,1714.18,-5334.13,103.87,-2066.03,-5230.26,-7296.29
6851,586.39,1352.89,1642.68,183.43,98.33,-35.27,-1135.9,-7024.21,419.52,1733.5,-5337.49,102.12,-2178.65,-5235.37,-7414.02
6901,603.75,1407.83,1672.68,200.08,89.31,-44.5,-1085.6,-7073.87,423.92,1706.9,-5314.58,105.52,-2099.51,-5209.06,-7308.57
6951,620.73,1398.04,1674.76,196.3,106.32,-55.47,-1114.71,-6900.88,426.23,1709.15,-5485.35,107.18,-1939.53,-5378.17,-7317.7
7001,574.57,1407.17,1669.68,190.31,98.94,-45.47,-1107.85,-7171.07,403.53,1764.04,-5214.32,106.59,-2216.15,-5107.73,-7323.88
7051,596.94,1372.73,1651.27,202.45,91.33,-36.72,-1112.95,-7107.13,439.21,1745.06,-5281.51,106.61,-2157.81,-5174.9,-7332.7
7101,562.21,1383.77,1674.35,194.73,91.72,-40.78,-1124.79,-6910.91,421.14,1795.47,-5489.51,104.69,-1953.08,-5384.82,-7337.91
7151,596.83,1357.29,1692.47,198.86,85.15,-48.83,-1092.89,-6736.37,427.22,1809.32,-5715.0,105.6,-1710.96,-5609.4,-7320.36
7201,621.2,1429.26,1684.39,206.32,97.19,-55.57,-1111.75,-6847.49,433.38,1706.98,-5511.34,108.31,-1836.09,-5403.03,-7239.12
7251,601.47,1412.23,1659.87,196.03,97.8,-55.34,-1095.8,-6856.0,429.28,1785.13,-5566.05,108.02,-1825.32,-5458.03,-7283.35
7301,555.71,1367.43,1667.56,197.32,100.75,-44.43,-1121.97,-7329.22,425.26,1826.21,-5140.01,102.17,-2355.37,-5037.84,-7393.22
7351,598.32,1404.83,1661.55,193.08,84.78,-41.54,-1108.89,-7074.33,424.3,1731.29,-5300.52,105.9,-2126.62,-5194.62,-7321.24
7401,606.96,1440.32,1674.6,204.52,103.74,-40.05,-1132.7,-6923.91,417.44,1733.65,-5440.62,105.39,-1915.42,-5335.23,-7250.65
7451,604.99,1462.14,1657.86,213.62,98.25,-60.03,-1117.1,-7018.16,414.88,1712.2,-5349.6,105.27,-2031.36,-5244.33,-7275.69
7501,608.46,1405.29,1638.57,198.29,94.11,-44.77,-1132.27,-6960.01,408.05,1768.92,-5426.99,106.74,-2015.36,-5320.24,-7335.61
7551,580.02,1320.03,1652.97,184.83,92.44,-49.38,-1098.14,-6856.75,431.69,1795.39,-5557.85,107.91,-1946.9,-5449.95,-7396.84
7601,562.57,1379.03,1664.87,189.32,92.09,-47.43,-1107.27,-6875.79,432.57,1777.12,-5512.27,108.2,-1932.93,-5404.07,-7337.0
7651,580.24,1370.32,1668.24,207.98,95.91,-55.5,-1118.94,-6968.0,423.9,1775.9,-5458.02,105.09,-2019.96,-5352.93,-7372.89
7701,595.24,1392.68,1649.78,195.19,95.47,-57.62,-1113.96,-6905.84,419.34,1836.28,-5548.48,105.68,-1893.44,-5442.81,-7336.25
7751,579.13,1379.43,1643.95,187.09,89.93,-50.15,-1089.78,-6989.0,432.67,1818.67,-5462.47,109.3,-1998.06,-5353.17,-7351.23
7801,585.96,1357.36,1663.71,197.98,98.79,-47.05,-1092.77,-7315.2,432.7,1792.75,-5157.62,107.75,-2325.77,-5049.86,-7375.63
7851,588.83,1441.19,1678.89,215.82,103.48,-49.78,-1099.62,-7127.54,416.7,1759.47,-5269.13,106.56,-2072.57,-5162.56,-7235.13
7901,577.13,1354.11,1684.35,199.26,96.67,-61.88,-1089.62,-7017.18,433.84,1768.82,-5397.22,104.94,-2054.52,-5292.28,-7346.8
7951,553.38,1405.6,1660.13,198.14,93.45,-62.01,-1089.48,-7113.09,418.21,1732.89,-5272.65,108.45,-2202.8,-5164.2,-7367.0
8001,586.1,1384.89,1633.72,190.16,98.34,-39.85,-1104.3,-7119.1,408.58,1835.73,-5329.22,106.94,-2125.75,-5222.28,-7348.02
8051,590.99,1345.47,1643.1,194.91,98.8,-41.25,-1112.58,-7023.34,421.87,1834.07,-5430.98,105.8,-2047.95,-5325.18,-7373.14
8101,592.28,1408.57,1652.91,195.42,89.8,-46.66,-1102.78,-6939.27,426.47,1795.49,-5496.13,106.61,-1927.77,-5389.52,-7317.29
8151,588.13,1395.07,1666.4,194.12,95.68,-54.26,-1103.65,-7073.66,419.92,1811.03,-5340.76,107.45,-2061.21,-5233.31,-7294.53
8201,590.78,1419.51,1678.46,196.56,85.66,-59.78,-1129.64,-6885.45,422.39,1767.77,-5526.78,105.49,-1913.74,-5421.29,-7335.03
8251,596.32,1383.64,1669.31,194.06,96.55,-54.76,-1096.12,-6985.69,435.34,1811.02,-5462.29,105.07,-1950.33,-5357.22,-7307.55
8301,571.25,1369.05,1702.93,202.12,103.87,-51.08,-1111.44,-6988.84,434.15,1765.92,-5395.33,104.85,-2002.07,-5290.48,-7292.55
8351,600.74,1399.45,1656.74,196.67,96.54,-48.09,-1102.59,-7015.26,425.37,1730.2,-5367.95,106.54,-2060.23,-5261.41,-7321.64
8401,565.59,1387.37,1652.04,204.4,104.37,-46.68,-1107.07,-6979.86,402.99,1729.68,-5398.17,106.5,-2087.18,-5291.67,-7378.85
8451,578.17,1349.72,1643.99,191.65,89.75,-53.72,-1089.16,-7051.01,458.65,1839.47,-5435.48,104.1,-2042.49,-5331.38,-7373.87
8501,587.01,1382.07,1675.05,189.36,84.0,-42.98,-1109.87,-6859.48,421.22,1724.51,-5516.91,106.44,-1949.11,-5410.47,-7359.58
8551,591.22,1423.21,1676.73,194.23,81.05,-53.2,-1121.46,-6855.18,435.79,1795.38,-5583.24,107.14,-1832.23,-5476.1,-7308.33
8601,586.3,1426.81,1645.42,185.46,98.46,-46.71,-1104.87,-6959.1,426.07,1782.93,-5414.85,106.02,-1959.23,-5308.83,-7268.06
8651,599.09,1405.37,1656.84,196.54,94.3,-44.95,-1113.63,-6953.03,411.23,1712.36,-5390.21,104.46,-2035.88,-5285.75,-7321.62
