GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1551,599.19,1375.02,1672.06,192.94,104.55,-51.21,-1128.38,-7197.48,437.0,1830.54,-5280.67,106.22,-2165.76,-5174.45,-7340.21
1601,608.5,1403.13,1649.92,199.78,111.2,-39.97,-1138.81,-6985.94,408.82,1771.87,-5436.34,101.21,-2011.51,-5335.14,-7346.65
1651,575.01,1392.7,1652.24,194.97,85.61,-43.43,-1146.62,-6901.89,401.35,1739.86,-5466.63,103.38,-2050.19,-5363.25,-7413.44
1701,629.6,1386.2,1660.89,194.41,94.41,-37.97,-1153.82,-6724.56,432.39,1762.99,-5645.18,102.59,-1755.46,-5542.59,-7298.05
1751,606.85,1390.61,1705.09,189.7,95.14,-47.5,-1136.42,-6678.37,420.28,1755.69,-5684.74,105.02,-1698.93,-5579.72,-7278.65
1801,571.3,1378.61,1699.08,190.27,96.7,-34.07,-1149.65,-6933.97,444.96,1816.54,-5494.57,105.73,-1920.22,-5388.84,-7309.06
1851,575.98,1393.88,1641.18,206.58,91.6,-46.23,-1133.57,-7087.05,426.56,1816.05,-5357.45,104.29,-2115.03,-5253.16,-7368.19
1901,589.13,1419.2,1637.53,208.28,97.26,-30.56,-1138.59,-7043.33,416.95,1775.32,-5350.14,103.23,-2068.81,-5246.91,-7315.72
1951,583.4,1420.07,1686.52,206.14,96.03,-47.36,-1117.61,-7045.04,435.13,1830.82,-5432.78,105.01,-1951.91,-5327.77,-7279.68
2001,603.09,1382.88,1666.01,193.62,100.23,-50.42,-1129.9,-7044.52,424.61,1874.17,-5441.24,103.83,-1980.24,-5337.42,-7317.65
2051,594.69,1403.67,1662.83,193.61,100.74,-49.13,-1155.49,-7185.48,428.46,1758.43,-5219.58,102.38,-2247.67,-5117.21,-7364.88
2101,583.46,1395.04,1669.98,204.7,84.92,-54.67,-1153.23,-7146.34,420.81,1790.12,-5247.98,102.56,-2205.19,-5145.41,-7350.6
2151,565.88,1434.06,1662.92,193.67,100.94,-58.72,-1148.22,-6685.93,417.16,1698.02,-5613.17,105.5,-1820.21,-5507.67,-7327.88
2201,594.95,1366.91,1690.08,202.55,87.26,-51.3,-1116.86,-6821.87,441.75,1712.84,-5538.2,104.55,-1893.68,-5433.66,-7327.34
2251,604.68,1429.49,1648.61,202.34,84.64,-43.1,-1122.27,-7121.49,427.56,1693.1,-5236.64,104.34,-2196.46,-5132.3,-7328.76
2301,577.38,1455.6,1664.25,202.03,93.75,-50.77,-1127.18,-7203.91,413.67,1720.47,-5191.07,104.4,-2254.71,-5086.67,-7341.38
2351,575.06,1421.17,1670.15,195.09,97.75,-43.36,-1129.42,-7086.05,422.35,1780.39,-5342.08,105.1,-2096.87,-5236.98,-7333.84
2401,564.07,1424.8,1673.22,199.6,93.44,-51.54,-1151.04,-7028.57,426.86,1720.83,-5310.16,103.37,-2128.33,-5206.79,-7335.11
2451,615.84,1401.75,1692.67,191.01,99.5,-59.87,-1138.99,-7126.18,405.11,1704.72,-5234.15,106.09,-2214.45,-5128.07,-7342.52
2501,588.02,1410.75,1641.71,202.91,93.34,-54.08,-1140.42,-7036.78,440.36,1805.59,-5374.26,104.97,-2048.59,-5269.29,-7317.89
2551,589.58,1420.84,1669.47,197.22,89.06,-56.79,-1144.39,-7280.69,402.47,1745.83,-5112.2,102.65,-2367.39,-5009.55,-7376.94
2601,593.33,1434.63,1658.01,209.63,98.41,-55.96,-1113.36,-7174.89,424.79,1689.61,-5203.01,106.08,-2235.8,-5096.93,-7332.73
2651,602.23,1375.39,1662.38,195.44,92.62,-50.69,-1106.22,-6998.94,435.77,1742.44,-5414.76,105.19,-2049.58,-5309.58,-7359.15
2701,555.4,1391.59,1651.79,201.41,81.4,-59.94,-1123.29,-7006.12,448.33,1798.59,-5391.83,104.17,-2060.84,-5287.66,-7348.49
2751,590.71,1424.34,1632.61,201.5,97.77,-47.98,-1145.94,-7205.78,420.44,1779.86,-5228.58,103.74,-2252.47,-5124.84,-7377.3
2801,593.54,1456.01,1666.06,196.7,114.07,-53.06,-1110.7,-7256.08,428.25,1719.37,-5168.65,105.36,-2245.84,-5063.29,-7309.13
2851,596.48,1453.0,1652.54,207.1,86.66,-38.8,-1088.99,-7456.7,429.66,1714.99,-5021.54,104.95,-2444.06,-4916.58,-7360.65
2901,566.68,1399.35,1652.78,194.32,87.81,-48.87,-1113.11,-7459.16,424.08,1744.03,-4967.08,104.63,-2552.09,-4862.45,-7414.54
2951,607.65,1365.11,1670.94,196.14,107.25,-40.82,-1144.15,-7145.84,427.3,1728.71,-5234.46,102.95,-2227.72,-5131.51,-7359.23
3001,596.86,1409.91,1650.14,203.66,94.8,-46.28,-1079.56,-7274.91,431.49,1684.99,-5134.16,105.89,-2328.91,-5028.27,-7357.19
3051,597.08,1462.46,1657.28,210.21,91.61,-46.74,-1110.27,-7105.38,427.6,1702.02,-5303.58,108.15,-2114.14,-5195.43,-7309.57
3101,568.08,1409.47,1665.02,194.73,104.75,-47.57,-1117.91,-7364.12,437.28,1784.52,-5070.74,104.99,-2365.73,-4965.76,-7331.48
3151,599.36,1458.79,1645.06,200.34,90.48,-50.13,-1149.07,-7278.23,417.57,1757.97,-5174.87,102.62,-2307.87,-5072.25,-7380.12
3201,599.66,1331.38,1667.63,193.63,88.77,-40.32,-1133.85,-7183.78,430.75,1825.87,-5274.02,104.68,-2220.26,-5169.34,-7389.6
3251,563.94,1424.87,1689.55,200.19,96.86,-48.13,-1115.06,-7236.63,443.7,1793.77,-5180.13,103.0,-2186.93,-5077.13,-7264.05
3301,606.27,1342.22,1648.3,182.91,83.75,-51.34,-1108.69,-7343.6,430.15,1817.76,-5129.52,103.67,-2392.28,-5025.85,-7418.13
3351,600.49,1445.1,1655.52,194.02,92.42,-49.54,-1141.8,-7294.76,426.1,1811.85,-5151.59,103.06,-2260.6,-5048.53,-7309.13
3401,615.25,1386.46,1685.87,211.39,105.85,-54.89,-1119.04,-7252.55,442.88,1806.42,-5229.73,104.39,-2172.35,-5125.34,-7297.7
3451,579.54,1408.76,1661.63,200.37,89.32,-39.62,-1121.14,-7362.54,413.18,1785.81,-5104.74,104.55,-2384.69,-5000.19,-7384.88
3501,632.03,1372.61,1655.71,206.57,89.71,-50.02,-1118.49,-7227.62,420.61,1840.39,-5247.21,104.59,-2178.49,-5142.62,-7321.1
3551,628.79,1380.1,1662.11,197.78,96.78,-48.83,-1094.08,-7367.96,420.19,1793.08,-5129.87,104.93,-2332.06,-5024.94,-7357.0
3601,606.28,1415.59,1655.92,194.01,100.41,-44.15,-1135.16,-7285.44,409.39,1759.55,-5137.73,104.09,-2323.6,-5033.64,-7357.24
3651,608.16,1380.55,1657.1,214.8,95.83,-59.64,-1108.37,-7185.38,423.2,1735.09,-5248.69,103.13,-2238.66,-5145.56,-7384.22
3701,556.41,1395.29,1668.72,187.79,86.06,-48.0,-1138.08,-6927.84,428.2,1766.57,-5429.22,104.84,-2024.88,-5324.37,-7349.26
3751,585.24,1361.41,1658.39,202.38,93.04,-35.12,-1133.24,-7227.03,433.0,1798.07,-5217.47,102.75,-2263.85,-5114.71,-7378.56
3801,598.71,1395.88,1667.05,194.06,92.74,-43.2,-1124.74,-7099.28,457.27,1862.45,-5375.07,105.35,-1999.06,-5269.72,-7268.78
3851,596.17,1415.88,1656.99,198.38,105.0,-43.03,-1182.49,-7077.51,416.44,1756.83,-5285.3,104.16,-2157.33,-5181.14,-7338.46
3901,559.35,1368.47,1662.62,195.8,108.18,-46.4,-1125.0,-7159.44,419.04,1777.67,-5275.62,105.88,-2239.7,-5169.75,-7409.45
3951,633.9,1361.79,1649.82,191.83,101.3,-46.36,-1136.2,-7362.86,424.96,1768.02,-5077.04,103.63,-2413.81,-4973.41,-7387.22
4001,597.92,1430.45,1677.14,207.78,99.36,-39.7,-1109.81,-6951.22,420.06,1861.35,-5515.21,106.47,-1806.68,-5408.73,-7215.41
4051,578.08,1439.14,1672.28,203.69,101.35,-32.28,-1110.47,-7048.34,430.35,1796.97,-5370.07,103.27,-1969.24,-5266.79,-7236.04
4101,642.2,1405.73,1674.72,196.06,105.65,-56.43,-1119.59,-7093.3,403.17,1632.54,-5258.06,102.5,-2209.26,-5155.56,-7364.82
4151,554.14,1415.74,1697.86,201.68,99.77,-41.42,-1159.16,-7141.45,430.5,1775.46,-5276.53,102.61,-2166.88,-5173.92,-7340.8
4201,590.71,1359.16,1660.84,200.9,102.25,-42.84,-1154.03,-7295.37,422.34,1724.5,-5040.82,102.14,-2431.53,-4938.68,-7370.21
4251,569.83,1432.8,1642.04,201.97,95.96,-60.15,-1161.32,-7259.66,415.75,1784.26,-5132.73,104.64,-2338.51,-5028.08,-7366.6
4301,564.7,1351.11,1652.51,190.55,98.17,-45.11,-1133.06,-7073.75,435.18,1779.78,-5377.55,103.38,-2179.94,-5274.17,-7454.11
4351,574.66,1368.54,1682.49,192.84,104.28,-56.71,-1153.83,-7180.99,437.66,1809.93,-5276.03,102.82,-2221.13,-5173.21,-7394.35
4401,624.55,1322.94,1674.42,188.91,101.23,-51.18,-1125.86,-6837.94,421.34,1752.79,-5574.92,102.96,-1928.79,-5471.96,-7400.75
4451,595.82,1373.12,1696.66,198.15,84.47,-57.55,-1132.81,-6990.92,462.89,1842.2,-5456.38,106.57,-1927.96,-5349.82,-7277.78
4501,546.79,1368.2,1647.76,188.66,93.17,-47.79,-1114.29,-7307.35,422.76,1784.0,-5148.18,101.58,-2418.08,-5046.6,-7464.68
4551,567.12,1448.45,1644.86,196.1,90.74,-52.86,-1159.63,-7030.79,423.23,1750.72,-5349.3,106.57,-2122.07,-5242.73,-7364.81
4601,604.37,1379.28,1682.04,198.7,100.85,-44.04,-1109.25,-6818.36,419.95,1791.58,-5629.47,105.45,-1794.88,-5524.01,-7318.89
4651,590.02,1412.7,1667.86,195.83,97.79,-47.81,-1142.2,-7031.25,417.69,1731.23,-5353.42,103.34,-2108.14,-5250.08,-7358.22
4701,603.29,1381.35,1685.93,196.37,91.5,-54.34,-1121.72,-7239.4,414.09,1766.67,-5217.53,104.13,-2276.26,-5113.4,-7389.66
4751,635.88,1362.3,1660.78,193.38,103.93,-47.79,-1103.91,-6941.8,409.8,1748.49,-5460.78,104.32,-1978.93,-5356.46,-7335.39
4801,618.32,1416.82,1684.55,195.84,107.37,-54.94,-1147.98,-7142.78,404.38,1754.6,-5256.45,100.61,-2163.83,-5155.84,-7319.67
4851,578.62,1368.33,1666.04,192.01,94.52,-48.2,-1131.41,-7038.97,417.2,1786.86,-5415.38,104.84,-2115.0,-5310.54,-7425.54
4901,586.11,1394.78,1654.35,199.38,95.23,-54.21,-1148.29,-7064.52,437.91,1814.84,-5369.01,103.8,-2084.42,-5265.22,-7349.64
4951,584.45,1413.56,1654.97,196.14,94.74,-56.6,-1117.1,-7215.45,417.75,1770.72,-5209.91,102.95,-2256.82,-5106.97,-7363.79
5001,575.73,1407.05,1673.52,205.53,93.94,-59.88,-1151.53,-7284.92,415.17,1744.24,-5114.19,102.93,-2381.15,-5011.26,-7392.41
5051,581.11,1372.1,1660.97,191.1,96.4,-59.79,-1149.99,-7228.02,436.26,1805.08,-5198.78,103.37,-2294.78,-5095.42,-7390.19
5101,565.63,1409.88,1684.41,196.21,90.51,-50.03,-1109.59,-7288.4,422.95,1715.42,-5093.33,105.14,-2363.01,-4988.19,-7351.2
5151,580.86,1419.23,1659.81,195.1,86.57,-44.43,-1117.16,-7337.51,430.49,1737.77,-5083.51,103.82,-2389.27,-4979.69,-7368.96
5201,573.78,1407.08,1696.99,192.92,108.95,-55.89,-1139.79,-7144.34,419.56,1804.9,-5303.24,103.5,-2135.83,-5199.74,-7335.57
5251,618.71,1388.25,1660.98,205.85,91.88,-41.58,-1120.78,-7189.93,409.22,1811.17,-5260.58,103.95,-2166.23,-5156.63,-7322.86
5301,609.25,1419.33,1687.83,200.68,111.37,-53.95,-1132.3,-6997.52,437.34,1753.56,-5434.74,104.59,-1964.41,-5330.16,-7294.56
5351,587.58,1364.45,1647.28,199.23,92.41,-46.05,-1102.19,-7204.65,429.6,1872.64,-5331.45,104.96,-2159.7,-5226.49,-7386.18
5401,574.57,1393.77,1635.8,207.92,100.36,-48.42,-1104.08,-7140.35,420.51,1802.67,-5341.31,105.79,-2157.25,-5235.52,-7392.77
5451,637.3,1403.39,1669.59,203.31,86.94,-45.97,-1115.25,-7262.14,410.79,1718.77,-5165.47,106.21,-2293.24,-5059.25,-7352.5
5501,604.87,1430.18,1673.45,198.53,95.05,-50.86,-1122.8,-7353.77,426.0,1817.09,-5118.82,103.06,-2282.24,-5015.76,-7298.0
5551,570.03,1415.19,1653.31,192.63,92.3,-44.07,-1112.23,-7029.04,416.7,1807.43,-5414.76,107.29,-2037.75,-5307.46,-7345.21
5601,574.57,1390.13,1643.36,196.98,94.39,-46.32,-1103.92,-7172.4,450.66,1781.34,-5259.48,107.2,-2191.2,-5152.28,-7343.48
5651,606.4,1431.57,1658.08,222.87,95.65,-51.75,-1124.09,-7202.38,444.66,1808.61,-5225.49,104.33,-2110.38,-5121.16,-7231.54
5701,576.78,1425.43,1681.41,202.75,95.83,-53.87,-1132.27,-6859.49,434.29,1745.13,-5539.82,104.62,-1884.0,-5435.2,-7319.2
5751,603.15,1363.86,1675.42,198.0,94.5,-45.76,-1113.38,-7350.51,441.27,1826.51,-5111.03,106.65,-2306.94,-5004.38,-7311.33
5801,600.03,1415.31,1680.24,203.48,105.23,-53.12,-1116.12,-7192.88,430.0,1737.04,-5207.73,103.7,-2190.76,-5104.03,-7294.8
5851,615.32,1397.28,1649.76,200.49,113.65,-42.7,-1116.02,-7186.84,415.09,1727.88,-5199.83,105.41,-2226.08,-5094.42,-7320.5
5901,576.18,1407.82,1656.63,206.07,102.35,-60.21,-1134.28,-7018.2,408.58,1729.95,-5317.98,108.63,-2125.13,-5209.35,-7334.48
5951,599.56,1421.46,1658.53,203.01,108.15,-38.69,-1127.58,-6990.24,426.59,1765.04,-5409.23,107.9,-1974.15,-5301.33,-7275.48
6001,592.78,1389.79,1680.77,207.07,95.74,-69.05,-1085.4,-7327.57,435.17,1786.08,-5145.74,108.53,-2294.61,-5037.2,-7331.82
6051,566.63,1420.76,1660.34,197.26,114.84,-63.35,-1130.97,-7026.25,425.37,1724.01,-5347.09,105.43,-2111.35,-5241.66,-7353.01
6101,577.16,1455.36,1657.27,206.74,100.99,-53.51,-1107.26,-7125.13,431.11,1802.32,-5362.95,105.47,-2054.96,-5257.49,-7312.45
6151,582.61,1383.55,1650.08,189.87,88.3,-59.98,-1135.2,-7007.27,440.63,1768.61,-5396.47,104.34,-2098.8,-5292.13,-7390.93
6201,643.81,1404.95,1686.23,198.22,101.8,-66.22,-1091.57,-6958.91,425.01,1722.74,-5414.02,106.59,-1933.92,-5307.43,-7241.35
6251,555.44,1421.29,1687.34,195.99,91.92,-70.36,-1127.25,-7018.18,437.04,1813.35,-5398.77,106.33,-2013.42,-5292.44,-7305.86
6301,619.54,1425.0,1664.32,206.68,90.68,-64.31,-1104.25,-7122.46,415.92,1773.57,-5324.86,104.72,-2095.31,-5220.14,-7315.45
6351,609.6,1371.27,1635.72,194.95,104.25,-71.7,-1089.08,-7143.17,422.16,1812.01,-5296.33,108.51,-2153.98,-5187.82,-7341.8
6401,604.8,1409.28,1659.27,204.89,109.43,-58.17,-1119.24,-7128.35,430.28,1825.08,-5359.24,106.68,-2062.75,-5252.55,-7315.3
6451,598.11,1397.68,1678.94,197.55,98.6,-49.57,-1128.6,-7158.88,431.39,1782.19,-5248.13,104.27,-2152.61,-5143.85,-7296.47
6501,556.02,1396.48,1655.84,190.76,102.31,-59.69,-1135.1,-7147.67,423.85,1803.05,-5275.89,104.92,-2214.16,-5170.97,-7385.13
6551,611.89,1376.51,1661.15,195.05,97.81,-26.88,-1109.93,-7290.84,446.94,1847.75,-5181.78,106.98,-2190.55,-5074.8,-7265.36
6601,574.84,1391.8,1652.94,189.65,105.97,-32.06,-1097.12,-7060.81,446.71,1825.81,-5419.15,105.67,-2002.26,-5313.48,-7315.74
6651,602.95,1370.01,1669.92,198.39,103.81,-46.03,-1102.56,-7171.32,414.07,1840.93,-5329.81,106.72,-2119.83,-5223.09,-7342.92
6701,552.07,1373.74,1655.0,197.62,94.1,-46.92,-1139.86,-6859.01,432.33,1768.44,-5515.24,106.63,-1972.48,-5408.6,-7381.08
6751,599.27,1413.69,1654.49,205.04,90.1,-45.67,-1149.24,-6824.28,442.37,1807.53,-5581.48,105.34,-1806.69,-5476.14,-7282.83
6801,574.49,1436.38,1672.94,200.85,90.96,-44.69,-1116.17,-6716.69,434.6,1730.33,-5651.0,108.19,-1737.0,-5542.81,-7279.81
6851,566.15,1390.42,1654.47,192.6,95.39,-45.18,-1091.01,-7339.48,443.35,1860.2,-5136.35,106.98,-2273.1,-5029.37,-7302.47
6901,575.58,1385.81,1675.78,189.88,104.95,-50.26,-1133.68,-7194.48,410.71,1773.22,-5223.47,105.11,-2262.49,-5118.36,-7380.85
6951,568.25,1393.72,1679.14,204.38,89.16,-50.71,-1087.12,-7220.67,434.28,1785.31,-5200.61,106.98,-2204.26,-5093.63,-7297.89
7001,604.19,1411.6,1651.2,211.57,98.15,-40.79,-1093.06,-7314.84,420.92,1781.58,-5141.7,105.29,-2269.47,-5036.42,-7305.89
7051,616.03,1357.48,1632.6,194.3,93.36,-50.17,-1074.96,-7234.72,409.58,1778.06,-5207.77,106.87,-2278.44,-5100.9,-7379.34
7101,586.36,1395.68,1668.18,196.77,95.03,-41.19,-1098.27,-7085.02,420.34,1816.24,-5363.73,108.48,-2045.88,-5255.25,-7301.12
7151,595.89,1436.34,1652.72,209.45,94.72,-52.54,-1096.14,-6910.65,404.8,1776.84,-5508.63,107.52,-1888.55,-5401.11,-7289.66
7201,570.06,1431.97,1645.5,200.26,85.99,-55.68,-1121.51,-6932.05,433.95,1790.18,-5497.63,107.37,-1951.32,-5390.26,-7341.58
7251,596.47,1408.53,1664.09,199.66,99.91,-56.99,-1107.96,-6858.1,425.05,1711.73,-5521.9,108.79,-1917.61,-5413.11,-7330.73
7301,569.67,1410.61,1649.22,194.12,95.86,-38.86,-1134.52,-6930.23,428.43,1717.48,-5433.24,107.37,-2038.21,-5325.86,-7364.08
7351,580.3,1438.97,1629.4,191.15,86.67,-45.34,-1127.74,-6939.49,402.69,1763.93,-5436.59,106.7,-2019.45,-5329.9,-7349.35
7401,588.99,1362.34,1655.3,197.82,110.6,-38.9,-1102.4,-6861.07,422.58,1757.64,-5517.34,109.06,-1907.1,-5408.28,-7315.39
7451,598.64,1378.94,1678.3,206.95,94.83,-37.93,-1122.29,-6803.03,430.59,1795.19,-5645.38,109.89,-1779.8,-5535.49,-7315.3
7501,566.21,1380.66,1669.96,202.74,98.85,-30.73,-1097.34,-6507.45,420.6,1813.71,-5925.2,109.58,-1482.77,-5815.63,-7298.39
7551,618.27,1364.42,1650.07,203.6,87.59,-42.97,-1138.46,-6911.61,424.47,1700.05,-5451.07,107.52,-2044.56,-5343.55,-7388.11
7601,610.43,1373.95,1649.84,199.5,96.38,-46.51,-1116.97,-6878.43,420.52,1746.2,-5507.0,107.92,-1945.08,-5399.08,-7344.15
7651,598.29,1386.69,1648.17,200.48,99.12,-39.23,-1102.66,-7048.82,411.57,1707.93,-5310.43,105.48,-2138.46,-5204.95,-7343.41
7701,615.81,1369.8,1698.66,188.3,98.66,-42.38,-1125.53,-6835.73,428.21,1650.33,-5446.31,104.59,-1953.85,-5341.72,-7295.58
7751,636.27,1409.18,1649.45,210.11,102.3,-45.11,-1142.44,-7176.46,422.69,1698.95,-5185.98,105.74,-2235.06,-5080.24,-7315.3
7801,563.89,1332.65,1688.78,187.33,94.25,-47.35,-1094.39,-7360.53,424.03,1795.15,-5113.19,104.68,-2416.19,-5008.51,-7424.7
7851,564.95,1382.53,1644.24,188.24,92.96,-45.63,-1096.42,-7054.54,437.04,1748.22,-5343.07,107.94,-2138.42,-5235.13,-7373.54
7901,584.71,1389.44,1684.79,186.65,96.55,-66.24,-1128.14,-7050.66,415.71,1719.81,-5328.23,104.49,-2167.39,-5223.74,-7391.13
7951,593.46,1414.0,1670.27,194.16,102.86,-56.12,-1107.82,-6879.0,405.63,1711.95,-5518.57,109.21,-1950.62,-5409.36,-7359.98
8001,599.05,1394.45,1687.11,204.08,105.52,-52.3,-1116.82,-6865.31,419.47,1775.4,-5535.59,109.03,-1849.35,-5426.56,-7275.91
8051,603.05,1453.86,1647.91,191.11,99.52,-52.05,-1114.6,-7018.69,409.92,1705.59,-5357.32,107.26,-2074.38,-5250.06,-7324.44
8101,623.66,1408.54,1639.06,209.68,103.07,-49.35,-1074.78,-7196.34,409.27,1717.36,-5189.01,109.21,-2209.83,-5079.8,-7289.63
8151,614.53,1402.17,1668.97,200.39,110.28,-40.01,-1092.52,-6992.03,410.07,1728.69,-5431.34,111.96,-1989.46,-5319.38,-7308.84
8201,603.48,1377.42,1657.63,210.77,97.79,-42.05,-1092.29,-7177.7,431.5,1756.67,-5246.29,107.92,-2176.77,-5138.37,-7315.14
8251,591.92,1352.35,1644.62,205.55,114.02,-54.08,-1127.88,-6936.64,437.72,1755.32,-5445.99,107.93,-2017.09,-5338.06,-7355.15
8301,584.69,1398.77,1639.71,194.56,97.0,-53.44,-1106.07,-7098.86,420.1,1818.6,-5366.06,104.16,-2104.96,-5261.89,-7366.86
8351,583.43,1363.86,1664.53,194.7,104.18,-43.45,-1096.08,-7110.49,433.62,1779.92,-5322.89,107.56,-2125.8,-5215.33,-7341.13
8401,570.17,1398.63,1642.06,201.8,94.95,-43.24,-1115.24,-7102.03,422.38,1741.65,-5311.26,104.43,-2188.87,-5206.83,-7395.7
8451,582.65,1460.65,1640.79,208.31,96.49,-35.85,-1102.81,-6934.43,433.62,1686.52,-5399.01,106.71,-1964.06,-5292.3,-7256.36
8501,581.43,1449.39,1666.95,209.18,92.12,-53.0,-1139.24,-7195.17,429.61,1832.46,-5248.68,106.23,-2126.26,-5142.45,-7268.71
8551,616.48,1325.8,1671.19,199.55,90.74,-46.71,-1147.82,-6897.6,431.91,1813.83,-5528.67,106.86,-1942.64,-5421.81,-7364.46
8601,613.99,1391.65,1679.77,200.63,104.39,-58.49,-1116.69,-7100.49,432.6,1765.04,-5337.59,107.65,-2087.6,-5229.95,-7317.55
8651,604.91,1370.04,1661.93,193.59,97.09,-37.63,-1105.48,-6973.64,412.65,1763.47,-5476.17,105.89,-2013.08,-5370.27,-7383.36
