GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
4751,0.0,0.0,0.0,0.0,0.0,0.0,-144.28,210.08,0.0,-0.0,-145.54,-22.78,65.8,-168.33,-102.53
4801,0.0,0.0,-0.0,0.0,0.0,0.0,-152.25,295.55,-0.0,0.0,-224.88,-22.71,143.3,-247.59,-104.28
4851,-0.0,0.0,0.0,-0.0,0.0,0.0,-147.27,250.67,0.0,-0.0,-180.89,-22.97,103.4,-203.85,-100.45
4901,0.0,0.0,0.0,0.0,0.0,0.0,-145.62,382.5,0.0,-0.0,-314.71,-21.56,236.88,-336.27,-99.38
4951,0.0,-0.0,0.0,0.0,-0.0,0.0,-140.73,237.58,0.0,0.0,-172.12,-21.93,96.85,-194.05,-97.2
5001,0.0,0.0,0.0,0.0,0.0,0.0,-159.28,308.22,0.0,0.0,-228.44,-22.82,148.94,-251.26,-102.32
5051,0.0,0.0,0.0,0.0,0.0,-0.0,-147.18,283.69,0.0,-0.0,-208.61,-22.36,136.51,-230.97,-94.46
5101,0.0,-0.0,0.0,0.0,-0.0,-0.0,-152.87,230.38,0.0,0.0,-162.86,-23.59,77.51,-186.45,-108.93
5151,-0.0,0.0,0.0,0.0,-0.0,0.0,-153.87,352.0,-0.0,0.0,-274.68,-22.92,198.13,-297.6,-99.47
5201,0.0,0.0,0.0,-0.0,0.0,0.0,-162.89,346.97,0.0,0.0,-261.59,-23.74,184.07,-285.33,-101.26
5251,0.0,0.0,0.0,0.0,0.0,-0.0,-133.14,275.5,-0.0,-0.0,-212.09,-21.39,142.36,-233.48,-91.12
5301,-0.0,0.0,0.0,0.0,0.0,-0.0,-154.92,306.69,0.0,-0.0,-230.07,-21.73,151.76,-251.81,-100.04
5351,0.0,0.0,0.0,0.0,0.0,-0.0,-158.78,303.57,0.0,0.0,-232.26,-23.58,144.79,-255.85,-111.06
5401,0.0,0.0,0.0,0.0,-0.0,0.0,-160.57,416.88,0.0,0.0,-332.92,-23.98,256.31,-356.9,-100.59
5451,0.0,0.0,0.0,0.0,0.0,0.0,-159.19,366.55,0.0,-0.0,-282.33,-23.22,207.36,-305.55,-98.19
5501,0.0,0.0,-0.0,0.0,0.0,0.0,-148.81,362.16,-0.0,-0.0,-293.65,-23.58,213.35,-317.23,-103.88
5551,0.0,0.0,0.0,-0.0,0.0,0.0,-161.24,330.52,-0.0,0.0,-250.32,-24.32,169.28,-274.63,-105.35
5601,0.0,0.0,0.0,0.0,0.0,-0.0,-153.72,407.12,0.0,0.0,-324.48,-24.08,253.4,-348.57,-95.16
5651,0.0,0.0,0.0,0.0,0.0,-0.0,-158.81,372.11,-0.0,-0.0,-288.72,-24.0,213.29,-312.71,-99.42
5701,0.0,-0.0,0.0,0.0,0.0,0.0,-163.0,312.07,0.0,0.0,-233.27,-23.41,149.07,-256.68,-107.61
5751,-0.0,0.0,0.0,0.0,0.0,0.0,-151.16,320.82,-0.0,0.0,-256.7,-24.25,169.67,-280.95,-111.28
5801,-0.0,-0.0,0.0,0.0,-0.0,0.0,-157.7,412.53,0.0,-0.0,-339.82,-22.39,254.83,-362.21,-107.38
5851,0.0,0.0,0.0,-0.0,0.0,0.0,-162.17,398.91,0.0,0.0,-317.08,-23.36,236.74,-340.43,-103.69
5901,-0.0,-0.0,-0.0,0.0,0.0,0.0,-167.45,429.56,0.0,0.0,-348.8,-24.71,262.11,-373.51,-111.41
5951,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-141.89,222.89,0.0,-0.0,-169.21,-23.81,81.01,-193.02,-112.01
6001,0.0,0.0,0.0,-0.0,-0.0,0.0,-152.7,260.26,0.0,-0.0,-197.26,-23.77,107.56,-221.04,-113.48
6051,0.0,-0.0,0.0,0.0,0.0,-0.0,-146.5,318.98,0.0,0.0,-246.69,-23.4,172.49,-270.09,-97.61
6101,0.0,0.0,0.0,-0.0,0.0,0.0,-154.03,403.23,0.0,0.0,-317.62,-24.95,249.19,-342.57,-93.38
6151,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-150.12,419.8,-0.0,0.0,-343.18,-22.05,269.68,-365.23,-95.55
6201,-0.0,-0.0,0.0,0.0,0.0,0.0,-153.06,261.77,0.0,0.0,-200.01,-23.13,108.71,-223.14,-114.43
6251,0.0,0.0,-0.0,0.0,0.0,0.0,-161.82,467.3,-0.0,0.0,-385.34,-23.21,305.49,-408.55,-103.06
6301,0.0,0.0,-0.0,0.0,0.0,0.0,-140.53,378.12,0.0,0.0,-313.15,-21.7,237.59,-334.85,-97.26
6351,-0.0,-0.0,0.0,0.0,0.0,-0.0,-153.67,316.44,0.0,-0.0,-241.88,-22.29,162.78,-264.18,-101.4
6401,0.0,-0.0,0.0,0.0,0.0,-0.0,-149.37,386.44,0.0,0.0,-312.49,-23.28,237.08,-335.78,-98.7
6451,0.0,-0.0,-0.0,-0.0,0.0,0.0,-149.97,289.59,-0.0,0.0,-216.99,-22.08,139.63,-239.07,-99.44
6501,-0.0,-0.0,0.0,0.0,-0.0,0.0,-151.01,177.22,-0.0,-0.0,-108.67,-22.94,26.21,-131.61,-105.4
6551,0.0,0.0,0.0,-0.0,0.0,-0.0,-157.98,301.54,-0.0,-0.0,-224.18,-24.74,143.56,-248.92,-105.36
6601,0.0,0.0,0.0,0.0,0.0,0.0,-155.86,313.47,0.0,-0.0,-235.61,-24.1,157.61,-259.71,-102.1
6651,-0.0,0.0,0.0,-0.0,0.0,0.0,-140.28,408.14,-0.0,-0.0,-342.9,-21.04,267.86,-363.94,-96.08
6701,-0.0,0.0,-0.0,-0.0,0.0,0.0,-156.68,354.63,0.0,-0.0,-276.91,-23.79,197.95,-300.7,-102.75
6751,0.0,0.0,-0.0,0.0,0.0,-0.0,-138.39,212.78,0.0,0.0,-155.24,-22.68,74.39,-177.93,-103.53
6801,-0.0,0.0,0.0,0.0,0.0,-0.0,-154.62,259.47,-0.0,0.0,-194.11,-23.99,104.85,-218.1,-113.25
6851,0.0,0.0,-0.0,0.0,-0.0,0.0,-145.55,324.29,-0.0,-0.0,-268.34,-24.22,178.74,-292.57,-113.83
6901,-0.0,0.0,0.0,0.0,0.0,0.0,-153.41,237.22,0.0,-0.0,-177.24,-23.89,83.81,-201.13,-117.32
6951,0.0,-0.0,-0.0,-0.0,0.0,0.0,-154.5,282.83,0.0,0.0,-216.16,-24.61,128.32,-240.77,-112.45
7001,0.0,-0.0,-0.0,0.0,-0.0,0.0,-155.55,298.93,0.0,-0.0,-234.92,-24.66,143.39,-259.58,-116.19
7051,0.0,-0.0,0.0,0.0,0.0,0.0,-143.74,326.87,-0.0,0.0,-264.43,-22.5,183.12,-286.92,-103.8
7101,0.0,0.0,0.0,-0.0,0.0,0.0,-144.97,256.6,-0.0,0.0,-196.28,-23.46,111.63,-219.74,-108.12
7151,0.0,-0.0,-0.0,-0.0,0.0,0.0,-147.05,196.54,0.0,0.0,-144.25,-23.91,49.49,-168.15,-118.66
7201,-0.0,0.0,0.0,0.0,-0.0,-0.0,-138.87,133.06,-0.0,-0.0,-96.94,-24.75,-5.81,-121.69,-127.49
7251,0.0,0.0,0.0,0.0,-0.0,-0.0,-154.26,191.14,0.0,-0.0,-127.38,-25.14,36.87,-152.52,-115.65
7301,0.0,0.0,0.0,0.0,-0.0,-0.0,-154.4,129.25,0.0,-0.0,-77.61,-25.4,-25.15,-103.02,-128.16
7351,0.0,-0.0,0.0,0.0,0.0,0.0,-153.87,317.64,-0.0,0.0,-250.21,-24.36,163.77,-274.57,-110.8
7401,0.0,0.0,0.0,0.0,-0.0,0.0,-152.4,217.72,0.0,-0.0,-164.51,-24.27,65.31,-188.78,-123.47
7451,0.0,0.0,0.0,0.0,-0.0,-0.0,-152.21,208.35,0.0,0.0,-137.46,-24.74,56.14,-162.19,-106.06
7501,-0.0,-0.0,0.0,-0.0,0.0,0.0,-154.74,232.27,0.0,0.0,-163.83,-23.87,77.53,-187.7,-110.17
7551,0.0,0.0,0.0,-0.0,-0.0,0.0,-170.07,432.57,-0.0,0.0,-338.37,-23.85,262.5,-362.22,-99.71
7601,0.0,-0.0,-0.0,0.0,-0.0,0.0,-138.25,363.81,-0.0,0.0,-293.8,-21.76,225.55,-315.56,-90.0
7651,0.0,0.0,-0.0,0.0,0.0,-0.0,-163.57,291.24,0.0,0.0,-205.64,-23.62,127.67,-229.26,-101.59
7701,0.0,-0.0,-0.0,0.0,0.0,0.0,-167.98,209.8,0.0,0.0,-130.55,-24.93,41.82,-155.48,-113.66
7751,0.0,0.0,0.0,0.0,0.0,0.0,-154.42,192.54,0.0,0.0,-122.6,-24.21,38.12,-146.82,-108.7
7801,0.0,-0.0,0.0,0.0,0.0,-0.0,-156.59,291.9,0.0,0.0,-211.57,-23.18,135.31,-234.75,-99.45
7851,0.0,0.0,0.0,0.0,0.0,-0.0,-155.02,264.2,0.0,0.0,-195.09,-23.88,109.18,-218.97,-109.8
7901,-0.0,0.0,-0.0,0.0,0.0,0.0,-148.7,355.5,-0.0,0.0,-287.41,-21.58,206.79,-308.99,-102.2
7951,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-136.89,465.63,0.0,0.0,-396.79,-19.56,328.74,-416.36,-87.61
8001,0.0,0.0,0.0,0.0,0.0,-0.0,-148.53,314.11,0.0,0.0,-246.01,-22.5,165.59,-268.52,-102.93
8051,0.0,0.0,-0.0,0.0,0.0,0.0,-155.66,236.29,0.0,0.0,-166.85,-23.56,80.63,-190.41,-109.79
8101,0.0,0.0,-0.0,0.0,0.0,0.0,-156.34,413.96,-0.0,0.0,-343.97,-22.97,257.62,-366.94,-109.32
8151,0.0,0.0,-0.0,0.0,-0.0,-0.0,-138.54,195.92,-0.0,0.0,-132.26,-22.47,57.38,-154.73,-97.35
8201,0.0,-0.0,0.0,0.0,0.0,0.0,-162.54,368.34,0.0,0.0,-288.81,-26.23,205.79,-315.04,-109.25
8251,-0.0,0.0,0.0,0.0,-0.0,0.0,-158.39,259.25,0.0,-0.0,-181.04,-23.72,100.86,-204.76,-103.9
8301,0.0,0.0,0.0,0.0,0.0,0.0,-150.02,306.9,-0.0,0.0,-236.01,-22.94,156.88,-258.96,-102.08
8351,0.0,-0.0,-0.0,0.0,0.0,0.0,-155.99,317.75,-0.0,0.0,-245.53,-24.08,161.76,-269.61,-107.85
8401,0.0,0.0,-0.0,-0.0,0.0,-0.0,-153.77,345.13,0.0,0.0,-281.2,-23.47,191.36,-304.67,-113.32
8451,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-153.84,354.36,-0.0,0.0,-289.41,-24.35,200.52,-313.76,-113.25
8501,0.0,0.0,0.0,-0.0,0.0,0.0,-150.77,246.06,0.0,0.0,-175.69,-23.84,95.29,-199.53,-104.24
8551,-0.0,0.0,0.0,0.0,0.0,-0.0,-158.46,208.06,0.0,0.0,-131.05,-25.72,49.61,-156.77,-107.16
8601,-0.0,0.0,0.0,0.0,0.0,0.0,-158.12,255.38,0.0,-0.0,-189.57,-25.84,97.26,-215.41,-118.16
8651,0.0,0.0,0.0,0.0,0.0,-0.0,-158.11,207.63,0.0,0.0,-145.58,-24.06,49.52,-169.64,-120.12
8701,0.0,0.0,0.0,0.0,0.0,0.0,-149.33,180.41,0.0,0.0,-116.71,-24.28,31.09,-140.99,-109.9
8751,0.0,0.0,0.0,0.0,0.0,0.0,-152.17,270.74,0.0,-0.0,-189.99,-24.21,118.56,-214.19,-95.63
8801,0.0,-0.0,0.0,0.0,0.0,0.0,-152.82,262.1,0.0,-0.0,-193.8,-24.52,109.28,-218.32,-109.04
8851,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-151.14,331.54,-0.0,0.0,-259.74,-22.51,180.4,-282.24,-101.84
8901,0.0,0.0,-0.0,0.0,0.0,0.0,-162.95,322.27,0.0,0.0,-247.51,-23.74,159.32,-271.24,-111.92
8951,-0.0,-0.0,0.0,0.0,0.0,-0.0,-154.68,246.77,0.0,0.0,-187.06,-23.23,92.1,-210.28,-118.18
9001,-0.0,0.0,0.0,0.0,0.0,-0.0,-145.48,300.02,0.0,0.0,-232.84,-23.84,154.54,-256.68,-102.15
9051,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-155.52,383.79,0.0,0.0,-314.89,-23.79,228.28,-338.69,-110.41
9101,0.0,0.0,0.0,0.0,0.0,-0.0,-156.28,245.8,0.0,-0.0,-177.95,-23.7,89.52,-201.65,-112.13
9151,0.0,0.0,-0.0,0.0,0.0,0.0,-151.04,283.55,0.0,0.0,-211.32,-23.04,132.51,-234.36,-101.85
9201,0.0,0.0,-0.0,0.0,0.0,0.0,-143.82,332.03,-0.0,0.0,-259.04,-22.39,188.21,-281.43,-93.22
9251,0.0,0.0,-0.0,0.0,0.0,0.0,-143.26,341.81,0.0,-0.0,-272.17,-22.45,198.56,-294.62,-96.07
9301,0.0,0.0,0.0,0.0,-0.0,-0.0,-158.13,311.24,0.0,-0.0,-235.36,-23.52,153.11,-258.87,-105.76
9351,0.0,-0.0,0.0,0.0,0.0,0.0,-159.9,312.35,0.0,-0.0,-248.4,-24.54,152.44,-272.94,-120.5
9401,-0.0,0.0,0.0,-0.0,0.0,-0.0,-155.45,250.39,0.0,-0.0,-180.84,-24.5,94.94,-205.35,-110.4
9451,0.0,0.0,0.0,-0.0,0.0,0.0,-163.46,212.24,0.0,0.0,-127.6,-24.74,48.77,-152.34,-103.57
9501,0.0,0.0,-0.0,0.0,-0.0,0.0,-166.23,325.62,-0.0,0.0,-243.11,-24.11,159.38,-267.22,-107.83
9551,0.0,0.0,0.0,0.0,0.0,0.0,-143.87,331.47,0.0,0.0,-272.26,-24.13,187.6,-296.39,-108.78
9601,0.0,-0.0,0.0,0.0,-0.0,0.0,-156.82,312.41,0.0,0.0,-239.54,-24.74,155.59,-264.29,-108.7
9651,0.0,0.0,0.0,0.0,0.0,-0.0,-163.67,390.96,0.0,0.0,-316.6,-24.89,227.29,-341.48,-114.2
9701,0.0,0.0,0.0,0.0,0.0,0.0,-146.42,439.76,0.0,-0.0,-368.77,-22.3,293.35,-391.07,-97.72
9751,0.0,0.0,-0.0,0.0,-0.0,0.0,-162.3,338.53,-0.0,-0.0,-261.85,-24.02,176.24,-285.87,-109.64
9801,0.0,0.0,0.0,-0.0,-0.0,0.0,-157.76,294.95,0.0,0.0,-228.44,-24.7,137.19,-253.14,-115.95
9851,0.0,-0.0,0.0,-0.0,0.0,0.0,-160.82,351.03,0.0,0.0,-267.85,-23.55,190.21,-291.4,-101.19
9901,0.0,-0.0,0.0,0.0,-0.0,-0.0,-161.74,359.59,0.0,-0.0,-278.91,-23.25,197.85,-302.16,-104.31
9951,0.0,-0.0,0.0,0.0,-0.0,0.0,-138.85,294.57,0.0,-0.0,-225.95,-21.89,155.71,-247.85,-92.13
10001,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-147.66,163.69,0.0,0.0,-95.94,-23.67,16.03,-119.61,-103.58
10051,0.0,0.0,0.0,-0.0,0.0,0.0,-157.76,194.16,0.0,0.0,-122.54,-23.77,36.4,-146.31,-109.91
10101,0.0,-0.0,0.0,0.0,0.0,0.0,-148.0,178.45,0.0,0.0,-109.96,-24.13,30.45,-134.09,-103.64
10151,0.0,-0.0,-0.0,0.0,0.0,0.0,-149.62,243.68,0.0,-0.0,-155.76,-22.75,94.06,-178.52,-84.46
10201,0.0,-0.0,0.0,0.0,0.0,0.0,-160.0,266.35,0.0,0.0,-189.95,-24.91,106.34,-214.87,-108.52
10251,-0.0,0.0,0.0,0.0,0.0,0.0,-139.64,62.06,0.0,-0.0,-6.03,-25.51,-77.57,-31.53,-109.11
10301,-0.0,-0.0,-0.0,0.0,0.0,0.0,-149.21,213.49,-0.0,0.0,-148.01,-23.91,64.28,-171.92,-107.64
10351,0.0,0.0,-0.0,0.0,0.0,0.0,-153.73,313.35,-0.0,0.0,-239.67,-23.24,159.62,-262.91,-103.29
10401,-0.0,0.0,0.0,-0.0,0.0,-0.0,-143.06,289.08,0.0,0.0,-227.05,-22.95,146.02,-250.0,-103.98
10451,-0.0,-0.0,-0.0,0.0,0.0,0.0,-133.58,251.77,0.0,0.0,-194.2,-22.16,118.19,-216.37,-98.18
10501,0.0,0.0,0.0,0.0,0.0,0.0,-151.25,263.28,0.0,0.0,-194.13,-23.41,112.03,-217.54,-105.51
10551,0.0,0.0,0.0,0.0,-0.0,-0.0,-152.43,354.78,0.0,0.0,-275.8,-22.17,202.35,-297.97,-95.62
10601,0.0,0.0,-0.0,0.0,0.0,0.0,-150.44,257.03,0.0,-0.0,-186.4,-23.37,106.59,-209.77,-103.17
10651,-0.0,0.0,0.0,0.0,0.0,0.0,-149.47,287.26,0.0,0.0,-220.7,-23.6,137.79,-244.3,-106.51
10701,0.0,0.0,-0.0,0.0,-0.0,0.0,-136.42,397.82,0.0,-0.0,-330.83,-21.09,261.4,-351.93,-90.53
10751,0.0,0.0,0.0,-0.0,0.0,-0.0,-160.51,363.05,0.0,0.0,-277.47,-21.88,202.54,-299.36,-96.81
10801,0.0,0.0,0.0,-0.0,0.0,-0.0,-155.18,296.76,-0.0,0.0,-229.75,-23.13,141.58,-252.87,-111.3
10851,-0.0,0.0,0.0,-0.0,0.0,0.0,-137.17,239.93,0.0,-0.0,-187.65,-22.83,102.76,-210.49,-107.73
10901,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-152.19,422.43,-0.0,0.0,-334.45,-22.89,270.23,-357.34,-87.1
10951,0.0,-0.0,-0.0,-0.0,0.0,0.0,-146.45,383.12,0.0,0.0,-307.29,-22.37,236.68,-329.65,-92.98
11001,-0.0,0.0,0.0,0.0,-0.0,0.0,-145.58,166.87,0.0,0.0,-108.98,-24.33,21.3,-133.32,-112.02
11051,0.0,0.0,0.0,0.0,0.0,0.0,-155.28,275.98,0.0,0.0,-206.02,-23.05,120.7,-229.06,-108.36
11101,-0.0,0.0,0.0,0.0,-0.0,0.0,-163.24,373.78,0.0,0.0,-291.39,-24.08,210.54,-315.47,-104.93
11151,0.0,0.0,0.0,0.0,-0.0,0.0,-154.95,320.22,0.0,0.0,-248.27,-23.64,165.26,-271.9,-106.64
11201,0.0,0.0,0.0,0.0,0.0,0.0,-161.33,325.29,0.0,-0.0,-241.8,-24.17,163.96,-265.97,-102.01
11251,0.0,-0.0,-0.0,0.0,-0.0,0.0,-158.97,385.08,-0.0,0.0,-312.24,-24.32,226.11,-336.56,-110.45
11301,0.0,0.0,0.0,0.0,-0.0,-0.0,-155.06,164.8,0.0,-0.0,-99.39,-25.47,9.74,-124.87,-115.13
11351,0.0,0.0,0.0,0.0,0.0,0.0,-157.34,345.79,0.0,0.0,-263.46,-24.55,188.45,-288.01,-99.55
11401,0.0,0.0,-0.0,-0.0,0.0,-0.0,-155.53,263.97,-0.0,0.0,-185.12,-25.31,108.44,-210.43,-101.99
11451,-0.0,-0.0,0.0,0.0,-0.0,0.0,-163.26,332.34,-0.0,0.0,-248.98,-24.49,169.08,-273.47,-104.39
11501,0.0,0.0,-0.0,0.0,0.0,-0.0,-160.84,252.9,0.0,0.0,-184.83,-25.26,92.07,-210.08,-118.02
11551,0.0,0.0,0.0,0.0,-0.0,0.0,-173.5,342.37,0.0,0.0,-249.28,-25.59,168.86,-274.87,-106.0
11601,-0.0,0.0,0.0,-0.0,-0.0,0.0,-165.22,328.59,-0.0,0.0,-237.71,-24.38,163.38,-262.08,-98.71
11651,-0.0,0.0,0.0,0.0,0.0,-0.0,-155.08,341.51,0.0,-0.0,-261.39,-22.95,186.44,-284.34,-97.9
11701,0.0,-0.0,-0.0,0.0,0.0,0.0,-161.98,234.75,0.0,0.0,-158.65,-23.33,72.77,-181.98,-109.21
11751,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-158.33,276.9,0.0,-0.0,-194.63,-24.24,118.56,-218.88,-100.31
11801,0.0,0.0,0.0,0.0,0.0,-0.0,-157.86,340.91,-0.0,0.0,-260.82,-22.47,183.05,-283.3,-100.24
11851,0.0,0.0,0.0,0.0,0.0,0.0,-165.91,273.52,0.0,0.0,-187.55,-23.45,107.61,-211.0,-103.39
11901,0.0,0.0,-0.0,0.0,-0.0,-0.0,-151.86,276.22,-0.0,0.0,-200.34,-23.41,124.36,-223.75,-99.39
11951,0.0,0.0,-0.0,0.0,0.0,0.0,-158.29,248.82,0.0,0.0,-175.4,-23.63,90.53,-199.03,-108.5
12001,0.0,0.0,0.0,0.0,0.0,0.0,-158.0,149.22,-0.0,0.0,-78.1,-24.13,-8.78,-102.23,-111.01


