snapshot,time_ns,pock_volume,pock_asa,pock_pol_asa,pock_apol_asa,pock_asa22,pock_pol_asa22,pock_apol_asa22,nb_AS,mean_as_ray,mean_as_solv_acc,apol_as_prop,mean_loc_hyd_dens,hydrophobicity_score,volume_score,polarity_score,charge_score,prop_polar_atm,as_density,as_max_dst,convex_hull_volume,nb_abpa,ALA,ARG,ASN,ASP,CYS,GLN,GLU,GLY,HIS,ILE,LEU,LYS,MET,PHE,PRO,SER,THR,TRP,TYR,VAL
14.0,0.7000000000000001,308.89,176.22,39.75,136.46,140.1,33.07,107.04,71.0,4.24,0.64,0.75,48.87,8.57,4.86,5.0,2.0,33.33,2.42,6.04,13.18,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.8,228.08,159.87,28.23,131.63,113.5,14.11,99.39,66.0,4.25,0.56,0.67,39.91,15.17,5.0,4.0,3.0,29.41,1.9,5.29,5.75,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17.0,0.8500000000000001,300.29,161.76,10.8,150.95,123.78,5.27,118.5,71.0,4.25,0.57,0.44,27.74,8.57,4.86,5.0,2.0,27.78,2.35,6.29,17.74,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18.0,0.9,204.27,128.61,34.42,94.19,95.75,17.39,78.37,61.0,4.11,0.61,0.43,21.54,12.33,4.5,4.0,1.0,26.67,1.76,3.3,3.09,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19.0,0.9500000000000001,322.4,197.73,74.55,123.18,170.43,59.58,110.86,79.0,4.22,0.5,0.43,30.41,12.33,4.5,4.0,1.0,38.89,2.29,5.83,8.91,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20.0,1.0,327.86,194.74,57.08,137.67,176.72,50.57,126.15,60.0,4.26,0.58,0.53,28.12,12.33,4.5,4.0,1.0,35.29,2.13,5.08,12.92,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,1.1,302.6,178.08,56.11,121.97,157.75,50.71,107.04,78.0,4.45,0.51,0.49,33.63,12.33,4.5,4.0,1.0,41.18,1.78,4.11,7.51,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.0,1.1500000000000001,340.5,207.46,73.41,134.05,192.36,70.04,122.33,68.0,4.28,0.52,0.79,50.3,12.33,4.5,4.0,1.0,35.0,2.52,5.6,13.85,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24.0,1.2000000000000002,256.96,179.25,45.2,134.05,127.44,26.14,101.3,58.0,4.05,0.52,0.33,15.79,8.57,4.86,5.0,2.0,31.58,2.49,6.08,15.21,5.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25.0,1.25,259.08,180.76,45.51,135.25,176.07,40.36,135.71,78.0,4.32,0.45,0.87,63.76,21.0,4.6,3.0,2.0,35.29,1.89,5.15,4.98,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26.0,1.3,262.12,164.02,31.18,132.84,147.22,19.16,128.06,68.0,4.34,0.41,0.63,38.23,15.17,5.0,4.0,3.0,25.0,2.05,5.33,5.85,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,1.4000000000000001,308.53,194.38,60.33,134.05,166.51,38.45,128.06,68.0,4.41,0.54,0.69,43.36,12.33,4.5,4.0,1.0,37.5,2.07,4.44,4.85,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29.0,1.4500000000000002,232.65,186.36,80.08,106.27,150.83,66.73,84.1,65.0,4.3,0.49,0.77,45.64,12.33,4.5,4.0,1.0,47.06,1.82,4.82,2.47,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30.0,1.5,294.14,158.95,43.01,115.93,110.07,27.88,82.19,68.0,4.03,0.53,0.46,27.55,15.17,5.0,4.0,3.0,29.41,2.08,5.44,14.2,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31.0,1.55,291.98,184.39,67.25,117.14,192.82,68.58,124.24,79.0,4.38,0.54,0.65,45.88,21.0,4.6,3.0,2.0,41.18,1.99,5.06,1.74,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32.0,1.6,304.53,195.62,65.19,130.42,167.18,56.32,110.86,64.0,4.07,0.44,0.62,36.35,21.0,4.6,3.0,2.0,36.84,2.24,6.19,13.11,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33.0,1.6500000000000001,277.03,176.71,49.91,126.8,92.63,33.38,59.25,52.0,3.97,0.49,0.42,19.73,8.57,4.86,5.0,2.0,40.0,2.54,6.33,17.21,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34.0,1.7000000000000002,311.22,163.42,52.32,111.1,98.27,37.11,61.16,65.0,3.87,0.47,0.68,40.86,8.57,4.86,5.0,2.0,40.0,2.7,5.99,21.43,5.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35.0,1.75,262.53,156.2,40.26,115.93,72.67,22.97,49.69,67.0,3.87,0.47,0.7,43.19,3.17,5.33,5.0,2.0,31.58,2.58,5.62,15.58,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36.0,1.8,173.03,116.91,60.15,56.76,75.52,58.32,17.2,42.0,3.7,0.52,0.74,27.03,-11.0,5.33,3.0,2.0,45.45,1.01,4.42,1.09,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37.0,1.85,204.21,117.98,73.3,44.68,86.31,57.64,28.67,30.0,3.94,0.54,0.5,10.93,-6.17,4.83,5.0,2.0,53.33,2.17,6.03,2.85,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38.0,1.9000000000000001,160.73,125.5,49.42,76.08,91.63,40.02,51.61,45.0,3.97,0.48,0.64,26.07,3.17,5.33,5.0,2.0,38.46,1.73,3.92,1.23,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
39.0,1.9500000000000002,256.39,182.1,83.08,99.03,123.5,69.98,53.52,46.0,3.83,0.46,0.63,26.0,8.57,4.86,5.0,2.0,38.89,2.77,5.84,6.2,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40.0,2.0,180.74,118.99,27.21,91.78,79.27,12.37,66.9,29.0,3.95,0.5,0.66,16.53,4.8,6.0,4.0,2.0,38.46,1.85,3.97,3.2,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,2.0500000000000003,290.75,191.86,54.19,137.67,125.88,45.61,80.28,58.0,4.0,0.57,0.47,22.74,8.57,4.86,5.0,2.0,36.84,2.43,6.23,21.96,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42.0,2.1,171.34,139.86,11.85,128.01,82.19,0.0,82.19,56.0,4.04,0.59,0.96,49.81,21.0,4.6,3.0,2.0,28.57,1.23,3.62,1.4,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43.0,2.15,291.24,174.61,47.81,126.8,147.34,42.21,105.12,63.0,4.07,0.54,0.81,47.02,12.33,4.5,4.0,1.0,33.33,2.04,5.05,9.61,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44.0,2.2,200.93,170.35,52.01,118.35,147.74,36.88,110.86,36.0,4.0,0.49,0.72,23.23,21.0,4.6,3.0,2.0,37.5,2.19,5.47,3.84,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45.0,2.25,215.22,147.73,36.63,111.1,95.12,24.4,70.72,67.0,4.19,0.65,0.48,25.56,8.57,4.86,5.0,2.0,33.33,1.67,4.35,4.58,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46.0,2.3000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,2.35,249.82,185.33,68.19,117.14,89.71,43.84,45.87,111.0,4.07,0.61,0.39,39.12,8.57,4.86,5.0,2.0,40.0,1.7,6.67,11.44,5.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
48.0,2.4000000000000004,386.78,233.12,113.57,119.56,175.72,85.89,89.83,100.0,4.18,0.54,0.5,46.44,3.62,4.75,6.0,1.0,45.83,2.68,6.81,27.45,5.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
49.0,2.45,222.67,156.14,57.12,99.03,118.82,38.54,80.28,37.0,4.14,0.48,0.46,13.41,17.6,4.0,3.0,0.0,38.46,1.73,4.98,1.19,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50.0,2.5,282.16,179.38,57.41,121.97,130.02,42.1,87.92,60.0,4.07,0.39,0.53,27.62,15.17,5.0,4.0,3.0,40.0,2.18,5.61,10.78,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51.0,2.5500000000000003,401.09,205.23,60.31,144.92,202.7,59.35,143.35,43.0,4.37,0.57,0.37,12.38,8.57,4.86,5.0,2.0,36.84,2.55,6.37,12.29,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52.0,2.6,162.98,137.78,37.55,100.23,96.98,24.35,72.63,63.0,4.0,0.47,0.68,38.09,12.33,4.5,4.0,1.0,35.71,2.05,4.25,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
53.0,2.6500000000000004,300.92,222.16,106.23,115.93,148.89,80.08,68.81,28.0,3.9,0.41,0.11,1.33,3.62,4.75,6.0,1.0,37.5,3.3,7.4,15.1,3.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
54.0,2.7,26.32,61.26,31.07,30.19,41.89,20.87,21.02,2.0,3.45,0.49,1.0,0.0,-9.5,4.5,2.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
55.0,2.75,138.95,122.58,54.95,67.63,85.89,41.93,43.96,24.0,3.72,0.48,0.33,4.0,21.0,4.6,3.0,2.0,36.36,2.19,5.48,3.25,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
56.0,2.8000000000000003,194.18,133.16,54.67,78.5,95.08,43.47,51.61,20.0,4.06,0.58,0.7,11.57,3.17,5.33,5.0,2.0,30.77,1.8,4.2,1.45,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
57.0,2.85,164.72,79.55,20.38,59.17,49.01,6.96,42.05,13.0,4.25,0.63,0.54,5.14,-15.6,5.4,5.0,2.0,30.0,1.06,2.4,0.24,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
58.0,2.9000000000000004,182.51,108.84,37.59,71.25,76.3,20.87,55.43,11.0,4.3,0.63,0.64,5.14,3.17,5.33,5.0,2.0,41.67,1.57,3.43,0.79,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59.0,2.95,229.65,158.42,58.19,100.23,98.48,29.68,68.81,38.0,3.96,0.58,0.21,6.0,15.17,5.0,4.0,3.0,35.29,1.96,6.7,14.02,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60.0,3.0,179.94,145.36,35.47,109.89,109.51,13.94,95.57,60.0,4.09,0.47,0.6,32.61,21.0,4.6,3.0,2.0,33.33,1.54,3.92,1.43,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
61.0,3.0500000000000003,217.54,163.57,44.02,119.56,102.91,22.63,80.28,50.0,4.05,0.46,0.52,22.77,15.17,5.0,4.0,3.0,33.33,1.93,5.0,4.62,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62.0,3.1,238.06,151.93,63.77,88.16,97.47,43.95,53.52,52.0,4.01,0.43,0.85,39.05,21.0,4.6,3.0,2.0,35.71,1.72,5.75,6.34,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
63.0,3.1500000000000004,257.01,139.58,42.97,96.61,108.62,22.61,86.01,46.0,4.14,0.6,0.5,19.83,8.57,4.86,5.0,2.0,38.89,2.06,4.56,8.33,5.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
64.0,3.2,191.79,127.53,63.53,64.0,73.56,50.63,22.94,41.0,4.08,0.47,0.24,7.0,8.57,4.86,5.0,2.0,40.0,1.79,5.18,1.91,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
65.0,3.25,186.41,117.16,82.14,35.02,84.62,57.87,26.76,14.0,4.27,0.52,0.0,0.0,-6.17,4.83,5.0,2.0,60.0,1.64,4.7,0.33,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
66.0,3.3000000000000003,319.84,207.63,112.23,95.4,140.45,94.58,45.87,38.0,4.35,0.41,0.21,6.25,8.57,4.86,5.0,2.0,41.18,2.2,5.97,7.94,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
67.0,3.35,235.0,172.21,76.8,95.4,103.91,56.13,47.78,80.0,4.0,0.52,0.38,25.93,8.57,4.86,5.0,2.0,41.18,1.66,5.77,12.09,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68.0,3.4000000000000004,175.69,132.21,68.21,64.0,77.58,50.82,26.76,67.0,3.91,0.51,0.09,3.67,15.17,5.0,4.0,3.0,50.0,1.97,4.42,7.81,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
69.0,3.45,287.47,203.86,107.25,96.61,158.6,85.97,72.63,72.0,4.03,0.6,0.24,13.88,15.17,5.0,4.0,3.0,42.86,2.68,5.12,18.01,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70.0,3.5,230.91,151.64,75.56,76.08,69.15,38.57,30.58,71.0,4.06,0.51,0.48,29.12,8.57,4.86,5.0,2.0,37.5,1.67,5.11,3.44,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
71.0,3.5500000000000003,291.03,183.67,82.23,101.44,152.17,71.89,80.28,40.0,4.13,0.49,0.38,10.67,15.83,4.5,4.0,2.0,33.33,2.29,6.41,7.17,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
72.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.0,3.6500000000000004,167.34,113.71,37.63,76.08,65.2,17.42,47.78,38.0,4.05,0.66,0.37,10.71,15.17,5.0,4.0,3.0,33.33,1.72,3.29,1.97,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74.0,3.7,294.95,200.82,95.76,105.06,153.8,71.61,82.19,55.0,4.34,0.6,0.35,15.68,9.14,4.43,5.0,1.0,38.89,2.11,5.91,5.77,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
75.0,3.75,231.79,148.14,44.28,103.86,116.79,38.43,78.37,48.0,4.26,0.54,0.67,28.62,15.17,5.0,4.0,3.0,33.33,1.62,4.56,6.95,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
76.0,3.8000000000000003,208.89,152.62,37.9,114.72,123.9,24.51,99.39,66.0,4.16,0.42,0.71,42.55,21.0,4.6,3.0,2.0,38.46,1.75,4.35,1.7,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
77.0,3.85,204.51,159.12,55.26,103.86,128.31,40.39,87.92,53.0,4.31,0.52,0.42,18.64,21.0,4.6,3.0,2.0,42.86,1.4,3.66,1.68,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
